model,split,logloss,brier,ece,ece_q,n,weight_sum,delta_logloss_ci_lo,delta_logloss_ci_hi,delta_brier_ci_lo,delta_brier_ci_hi,delta_ece_ci_lo,delta_ece_ci_hi,delta_ece_q_ci_lo,delta_ece_q_ci_hi,bootstrap_n_groups,bootstrap_B,baseline_logloss,delta_model_minus_baseline
baseline_pRN,val_pool,0.4953221839837126,0.1613117378597848,0.05688069007461665,0.05618314671724313,3187,0.7431898622148785,,,,,,,,,,,,
baseline_pRN,test,0.4304988329489706,0.13356549269940535,0.10514134330592273,0.10284074192155403,1240,0.3512551172395538,,,,,,,,,,,,
logit_C=0.1,val_pool,0.4918619507136438,0.160500019821394,0.05531712065448384,0.05531712065448389,3187,0.7431898622148785,-0.0186803237719061,0.013270305890732869,-0.004930705851089864,0.0036174204439415082,-0.03831317882163431,0.02024135458415033,-0.039657482806013666,0.018591495188673257,224.0,2000.0,,
logit_C=0.1,test,0.4088142967448482,0.12791522585134593,0.05716320938922654,0.05294560211117192,1240,0.3512551172395538,-0.03790012711345741,-0.002735891571154904,-0.010997582960242471,0.00046414830276319245,-0.060345972603288466,-0.01595436549972107,-0.06944080068186738,-0.01906218445469907,103.0,2000.0,,
rolling_selection,avg_over_windows,0.48577460553429336,,,,4,,,,,,,,,,,,0.4911739794002227,-0.005399373865929369
