model,split,logloss,brier,ece,ece_q,n,weight_sum,delta_logloss_ci_lo,delta_logloss_ci_hi,delta_brier_ci_lo,delta_brier_ci_hi,delta_ece_ci_lo,delta_ece_ci_hi,delta_ece_q_ci_lo,delta_ece_q_ci_hi,bootstrap_n_groups,bootstrap_B,baseline_logloss,delta_model_minus_baseline
baseline_pRN,val_pool,0.4953221839837126,0.1613117378597848,0.05688069007461665,0.05618314671724313,3187,0.7431898622148785,,,,,,,,,,,,
baseline_pRN,test,0.4304988329489706,0.13356549269940535,0.10514134330592273,0.10284074192155403,1240,0.3512551172395538,,,,,,,,,,,,
logit_C=0.5,val_pool,0.48497265992551764,0.1581640779041814,0.04891040134575489,0.04891040134575488,3187,0.7431898622148785,-0.023985033499319235,0.004267753735860831,-0.006942278411359344,0.0009061112810788978,-0.039401231739629165,0.014801660882220496,-0.04212498674362034,0.010120649679597951,224.0,2000.0,,
logit_C=0.5,test,0.4013330735305944,0.12530982228547052,0.05618732052270231,0.05239752074679378,1240,0.3512551172395538,-0.045995623538828016,-0.009676547429943682,-0.014058102585737317,-0.0018811725719380201,-0.05884689058703194,-0.015351640918722107,-0.05656720301979354,-0.01843310998953241,103.0,2000.0,,
rolling_selection,avg_over_windows,0.4820065564898063,,,,4,,,,,,,,,,,,0.4911739794002227,-0.009167422910416445
