model,split,logloss,brier,ece,ece_q,n,weight_sum,delta_logloss_ci_lo,delta_logloss_ci_hi,delta_brier_ci_lo,delta_brier_ci_hi,delta_ece_ci_lo,delta_ece_ci_hi,delta_ece_q_ci_lo,delta_ece_q_ci_hi,bootstrap_n_groups,bootstrap_B,baseline_logloss,delta_model_minus_baseline
baseline_pRN,val_pool,0.4953221839837126,0.1613117378597848,0.05688069007461665,0.05618314671724313,3187,0.7431898622148785,,,,,,,,,,,,
baseline_pRN,test,0.4304988329489706,0.13356549269940535,0.10514134330592273,0.10284074192155403,1240,0.3512551172395538,,,,,,,,,,,,
logit_C=5,val_pool,0.4865774815395213,0.15885386394742593,0.054550616463008815,0.05455061646300885,3187,0.7431898622148785,-0.021837965014247313,0.0049156013244697665,-0.0062435961081705234,0.0013685331208025875,-0.0361280641905423,0.015857353930644573,-0.037621621988121405,0.014809271388528748,224.0,2000.0,,
logit_C=5,test,0.40233716723146307,0.1255602179812358,0.05584966789233566,0.05529818051614663,1240,0.3512551172395538,-0.04464845644502451,-0.010151352366344181,-0.013924190888357574,-0.0019511776510082726,-0.060297217896698535,-0.01991182150256987,-0.05290102044713381,-0.022278384921848464,103.0,2000.0,,
rolling_selection,avg_over_windows,0.4814866993031517,,,,4,,,,,,,,,,,,0.4911739794002227,-0.009687280097071038
