ticker,week_monday,week_friday,asof_target,asof_date,expiry_close_date_used,option_expiration_requested,option_expiration_used,expiry_convention,T_days,T_years,r,S_asof_close_raw,S_expiry_close_raw,S_asof_close_adj,S_expiry_close_adj,split_events_in_preload_range,split_adjustment_applied,spot_scale_used,spot_scale_score_raw,spot_scale_score_adj,S_asof_close,S_expiry_close,asof_fallback_days,expiry_fallback_days,K,log_m,abs_log_m,rv20,pRN,qRN,pRN_raw,qRN_raw,outcome_ST_gt_K,max_abs_logm_start,max_abs_logm_cap,used_max_abs_logm,n_band_raw,n_band_inside,calls_k_min,calls_k_max,theta_quote_source,n_chain_raw,n_chain_used,rel_spread_median,dropped_liquidity,dropped_intrinsic,dropped_insane,prn_monotone_adj_intervals,prn_monotone_adj_targets,group_id,median_dK,min_dK,quality_weight,group_size,group_weight,ticker_group_count,ticker_weight,sample_weight_final
AAPL,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,179.5800018,180.9600067,179.5800018,180.9600067,0,True,split_adj,1000009.0,1000009.0,179.5800018,180.9600067,0,0,172.5,-0.040223565,0.040223565,,0.8857951,0.1142049,0.9101347,0.0898653,1,0.06,0.1,0.06,9,9,50.0,250.0,bidask_mid,55,55,0.02463605823068312,0,0,0,True,False,AAPL|2023-06-05|2023-06-09,2.5,2.5,0.8295628415300547,6.0,0.16666666666666666,10.0,0.1,0.013826047358834245
AAPL,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,179.5800018,180.9600067,179.5800018,180.9600067,0,True,split_adj,1000009.0,1000009.0,179.5800018,180.9600067,0,0,175.0,-0.025834827,0.025834827,,0.7952612,0.2047388,0.7952612,0.2047388,1,0.06,0.1,0.06,9,9,50.0,250.0,bidask_mid,55,55,0.02463605823068312,0,0,0,True,False,AAPL|2023-06-05|2023-06-09,2.5,2.5,0.8295628415300547,6.0,0.16666666666666666,10.0,0.1,0.013826047358834245
AAPL,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,179.5800018,180.9600067,179.5800018,180.9600067,0,True,split_adj,1000009.0,1000009.0,179.5800018,180.9600067,0,0,177.5,-0.011650192,0.011650192,,0.6742215,0.3257785,0.6742215,0.3257785,1,0.06,0.1,0.06,9,9,50.0,250.0,bidask_mid,55,55,0.02463605823068312,0,0,0,True,False,AAPL|2023-06-05|2023-06-09,2.5,2.5,0.8295628415300547,6.0,0.16666666666666666,10.0,0.1,0.013826047358834245
AAPL,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,179.5800018,180.9600067,179.5800018,180.9600067,0,True,split_adj,1000009.0,1000009.0,179.5800018,180.9600067,0,0,180.0,0.00233605,0.00233605,,0.4761564,0.5238436,0.4761564,0.5238436,1,0.06,0.1,0.06,9,9,50.0,250.0,bidask_mid,55,55,0.02463605823068312,0,0,0,True,False,AAPL|2023-06-05|2023-06-09,2.5,2.5,0.8295628415300547,6.0,0.16666666666666666,10.0,0.1,0.013826047358834245
AAPL,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,179.5800018,180.9600067,179.5800018,180.9600067,0,True,split_adj,1000009.0,1000009.0,179.5800018,180.9600067,0,0,182.5,0.016129372,0.016129372,,0.2960973,0.7039027,0.2960973,0.7039027,0,0.06,0.1,0.06,9,9,50.0,250.0,bidask_mid,55,55,0.02463605823068312,0,0,0,True,False,AAPL|2023-06-05|2023-06-09,2.5,2.5,0.8295628415300547,6.0,0.16666666666666666,10.0,0.1,0.013826047358834245
AAPL,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,179.5800018,180.9600067,179.5800018,180.9600067,0,True,split_adj,1000009.0,1000009.0,179.5800018,180.9600067,0,0,185.0,0.029735024,0.029735024,,0.1620532,0.8379468,0.1620532,0.8379468,0,0.06,0.1,0.06,9,9,50.0,250.0,bidask_mid,55,55,0.02463605823068312,0,0,0,True,False,AAPL|2023-06-05|2023-06-09,2.5,2.5,0.8295628415300547,6.0,0.16666666666666666,10.0,0.1,0.013826047358834245
AMZN,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,125.3000031,123.4300003,125.3000031,123.4300003,0,True,split_adj,1000015.0,1000015.0,125.3000031,123.4300003,0,0,120.0,-0.043219143,0.043219143,,0.8925751,0.1074249,0.9126355,0.0873645,1,0.06,0.1,0.06,15,15,55.0,160.0,bidask_mid,69,69,0.029850746268656747,0,0,0,True,False,AMZN|2023-06-05|2023-06-09,1.0,1.0,0.8253623188405795,12.0,0.08333333333333333,15.0,0.06666666666666667,0.004585346215780997
AMZN,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,125.3000031,123.4300003,125.3000031,123.4300003,0,True,split_adj,1000015.0,1000015.0,125.3000031,123.4300003,0,0,121.0,-0.034920341,0.034920341,,0.8252711,0.1747289,0.8252711,0.1747289,1,0.06,0.1,0.06,15,15,55.0,160.0,bidask_mid,69,69,0.029850746268656747,0,0,0,True,False,AMZN|2023-06-05|2023-06-09,1.0,1.0,0.8253623188405795,12.0,0.08333333333333333,15.0,0.06666666666666667,0.004585346215780997
AMZN,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,125.3000031,123.4300003,125.3000031,123.4300003,0,True,split_adj,1000015.0,1000015.0,125.3000031,123.4300003,0,0,122.0,-0.026689842,0.026689842,,0.812767,0.187233,0.812767,0.187233,1,0.06,0.1,0.06,15,15,55.0,160.0,bidask_mid,69,69,0.029850746268656747,0,0,0,True,False,AMZN|2023-06-05|2023-06-09,1.0,1.0,0.8253623188405795,12.0,0.08333333333333333,15.0,0.06666666666666667,0.004585346215780997
AMZN,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,125.3000031,123.4300003,125.3000031,123.4300003,0,True,split_adj,1000015.0,1000015.0,125.3000031,123.4300003,0,0,123.0,-0.018526531,0.018526531,,0.7402432,0.2597568,0.7402432,0.2597568,1,0.06,0.1,0.06,15,15,55.0,160.0,bidask_mid,69,69,0.029850746268656747,0,0,0,True,False,AMZN|2023-06-05|2023-06-09,1.0,1.0,0.8253623188405795,12.0,0.08333333333333333,15.0,0.06666666666666667,0.004585346215780997
AMZN,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,125.3000031,123.4300003,125.3000031,123.4300003,0,True,split_adj,1000015.0,1000015.0,125.3000031,123.4300003,0,0,124.0,-0.010429321,0.010429321,,0.6402103,0.3597897,0.6402103,0.3597897,0,0.06,0.1,0.06,15,15,55.0,160.0,bidask_mid,69,69,0.029850746268656747,0,0,0,True,False,AMZN|2023-06-05|2023-06-09,1.0,1.0,0.8253623188405795,12.0,0.08333333333333333,15.0,0.06666666666666667,0.004585346215780997
AMZN,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,125.3000031,123.4300003,125.3000031,123.4300003,0,True,split_adj,1000015.0,1000015.0,125.3000031,123.4300003,0,0,125.0,-0.002397149,0.002397149,,0.5426783,0.4573217,0.5426783,0.4573217,0,0.06,0.1,0.06,15,15,55.0,160.0,bidask_mid,69,69,0.029850746268656747,0,0,0,True,False,AMZN|2023-06-05|2023-06-09,1.0,1.0,0.8253623188405795,12.0,0.08333333333333333,15.0,0.06666666666666667,0.004585346215780997
AMZN,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,125.3000031,123.4300003,125.3000031,123.4300003,0,True,split_adj,1000015.0,1000015.0,125.3000031,123.4300003,0,0,126.0,0.005571021,0.005571021,,0.4326421,0.5673579,0.4326421,0.5673579,0,0.06,0.1,0.06,15,15,55.0,160.0,bidask_mid,69,69,0.029850746268656747,0,0,0,True,False,AMZN|2023-06-05|2023-06-09,1.0,1.0,0.8253623188405795,12.0,0.08333333333333333,15.0,0.06666666666666667,0.004585346215780997
AMZN,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,125.3000031,123.4300003,125.3000031,123.4300003,0,True,split_adj,1000015.0,1000015.0,125.3000031,123.4300003,0,0,127.0,0.0134762,0.0134762,,0.3376109,0.6623891,0.3376109,0.6623891,0,0.06,0.1,0.06,15,15,55.0,160.0,bidask_mid,69,69,0.029850746268656747,0,0,0,True,False,AMZN|2023-06-05|2023-06-09,1.0,1.0,0.8253623188405795,12.0,0.08333333333333333,15.0,0.06666666666666667,0.004585346215780997
AMZN,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,125.3000031,123.4300003,125.3000031,123.4300003,0,True,split_adj,1000015.0,1000015.0,125.3000031,123.4300003,0,0,128.0,0.021319378,0.021319378,,0.2550838,0.7449162,0.2550838,0.7449162,0,0.06,0.1,0.06,15,15,55.0,160.0,bidask_mid,69,69,0.029850746268656747,0,0,0,True,False,AMZN|2023-06-05|2023-06-09,1.0,1.0,0.8253623188405795,12.0,0.08333333333333333,15.0,0.06666666666666667,0.004585346215780997
AMZN,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,125.3000031,123.4300003,125.3000031,123.4300003,0,True,split_adj,1000015.0,1000015.0,125.3000031,123.4300003,0,0,129.0,0.029101518,0.029101518,,0.1775583,0.8224417,0.1775583,0.8224417,0,0.06,0.1,0.06,15,15,55.0,160.0,bidask_mid,69,69,0.029850746268656747,0,0,0,True,False,AMZN|2023-06-05|2023-06-09,1.0,1.0,0.8253623188405795,12.0,0.08333333333333333,15.0,0.06666666666666667,0.004585346215780997
AMZN,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,125.3000031,123.4300003,125.3000031,123.4300003,0,True,split_adj,1000015.0,1000015.0,125.3000031,123.4300003,0,0,130.0,0.036823564,0.036823564,,0.1225403,0.8774597,0.1225403,0.8774597,0,0.06,0.1,0.06,15,15,55.0,160.0,bidask_mid,69,69,0.029850746268656747,0,0,0,True,False,AMZN|2023-06-05|2023-06-09,1.0,1.0,0.8253623188405795,12.0,0.08333333333333333,15.0,0.06666666666666667,0.004585346215780997
AMZN,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,125.3000031,123.4300003,125.3000031,123.4300003,0,True,split_adj,1000015.0,1000015.0,125.3000031,123.4300003,0,0,131.0,0.044486437,0.044486437,,0.0875288,0.9124712,0.0875288,0.9124712,0,0.06,0.1,0.06,15,15,55.0,160.0,bidask_mid,69,69,0.029850746268656747,0,0,0,True,False,AMZN|2023-06-05|2023-06-09,1.0,1.0,0.8253623188405795,12.0,0.08333333333333333,15.0,0.06666666666666667,0.004585346215780997
GOOGL,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,126.0100021,122.2300034,126.0100021,122.2300034,0,True,split_adj,1000014.0,1000014.0,126.0100021,122.2300034,0,0,122.0,-0.032340241,0.032340241,,0.8752875,0.1247125,0.8752875,0.1247125,1,0.06,0.1,0.06,14,14,50.0,175.0,bidask_mid,67,66,0.01867221926298971,0,1,0,True,False,GOOGL|2023-06-05|2023-06-09,1.0,1.0,0.8344195354762651,10.0,0.1,15.0,0.06666666666666667,0.005562796903175102
GOOGL,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,126.0100021,122.2300034,126.0100021,122.2300034,0,True,split_adj,1000014.0,1000014.0,126.0100021,122.2300034,0,0,123.0,-0.02417693,0.02417693,,0.8202694,0.1797306,0.8202694,0.1797306,0,0.06,0.1,0.06,14,14,50.0,175.0,bidask_mid,67,66,0.01867221926298971,0,1,0,True,False,GOOGL|2023-06-05|2023-06-09,1.0,1.0,0.8344195354762651,10.0,0.1,15.0,0.06666666666666667,0.005562796903175102
GOOGL,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,126.0100021,122.2300034,126.0100021,122.2300034,0,True,split_adj,1000014.0,1000014.0,126.0100021,122.2300034,0,0,124.0,-0.01607972,0.01607972,,0.7202366,0.2797634,0.7202366,0.2797634,0,0.06,0.1,0.06,14,14,50.0,175.0,bidask_mid,67,66,0.01867221926298971,0,1,0,True,False,GOOGL|2023-06-05|2023-06-09,1.0,1.0,0.8344195354762651,10.0,0.1,15.0,0.06666666666666667,0.005562796903175102
GOOGL,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,126.0100021,122.2300034,126.0100021,122.2300034,0,True,split_adj,1000014.0,1000014.0,126.0100021,122.2300034,0,0,125.0,-0.008047549,0.008047549,,0.6076996,0.3923004,0.6076996,0.3923004,0,0.06,0.1,0.06,14,14,50.0,175.0,bidask_mid,67,66,0.01867221926298971,0,1,0,True,False,GOOGL|2023-06-05|2023-06-09,1.0,1.0,0.8344195354762651,10.0,0.1,15.0,0.06666666666666667,0.005562796903175102
GOOGL,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,126.0100021,122.2300034,126.0100021,122.2300034,0,True,split_adj,1000014.0,1000014.0,126.0100021,122.2300034,0,0,126.0,-7.9379e-05,7.9379e-05,,0.5151692,0.4848308,0.5151692,0.4848308,0,0.06,0.1,0.06,14,14,50.0,175.0,bidask_mid,67,66,0.01867221926298971,0,1,0,True,False,GOOGL|2023-06-05|2023-06-09,1.0,1.0,0.8344195354762651,10.0,0.1,15.0,0.06666666666666667,0.005562796903175102
GOOGL,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,126.0100021,122.2300034,126.0100021,122.2300034,0,True,split_adj,1000014.0,1000014.0,126.0100021,122.2300034,0,0,127.0,0.007825801,0.007825801,,0.3976306,0.6023694,0.3976306,0.6023694,0,0.06,0.1,0.06,14,14,50.0,175.0,bidask_mid,67,66,0.01867221926298971,0,1,0,True,False,GOOGL|2023-06-05|2023-06-09,1.0,1.0,0.8344195354762651,10.0,0.1,15.0,0.06666666666666667,0.005562796903175102
GOOGL,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,126.0100021,122.2300034,126.0100021,122.2300034,0,True,split_adj,1000014.0,1000014.0,126.0100021,122.2300034,0,0,128.0,0.015668978,0.015668978,,0.2925961,0.7074039,0.2925961,0.7074039,0,0.06,0.1,0.06,14,14,50.0,175.0,bidask_mid,67,66,0.01867221926298971,0,1,0,True,False,GOOGL|2023-06-05|2023-06-09,1.0,1.0,0.8344195354762651,10.0,0.1,15.0,0.06666666666666667,0.005562796903175102
GOOGL,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,126.0100021,122.2300034,126.0100021,122.2300034,0,True,split_adj,1000014.0,1000014.0,126.0100021,122.2300034,0,0,129.0,0.023451119,0.023451119,,0.1900624,0.8099376,0.1900624,0.8099376,0,0.06,0.1,0.06,14,14,50.0,175.0,bidask_mid,67,66,0.01867221926298971,0,1,0,True,False,GOOGL|2023-06-05|2023-06-09,1.0,1.0,0.8344195354762651,10.0,0.1,15.0,0.06666666666666667,0.005562796903175102
GOOGL,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,126.0100021,122.2300034,126.0100021,122.2300034,0,True,split_adj,1000014.0,1000014.0,126.0100021,122.2300034,0,0,130.0,0.031173165,0.031173165,,0.1250411,0.8749589,0.1250411,0.8749589,0,0.06,0.1,0.06,14,14,50.0,175.0,bidask_mid,67,66,0.01867221926298971,0,1,0,True,False,GOOGL|2023-06-05|2023-06-09,1.0,1.0,0.8344195354762651,10.0,0.1,15.0,0.06666666666666667,0.005562796903175102
GOOGL,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,126.0100021,122.2300034,126.0100021,122.2300034,0,True,split_adj,1000014.0,1000014.0,126.0100021,122.2300034,0,0,131.0,0.038836037,0.038836037,,0.0825271,0.9174729,0.0825271,0.9174729,0,0.06,0.1,0.06,14,14,50.0,175.0,bidask_mid,67,66,0.01867221926298971,0,1,0,True,False,GOOGL|2023-06-05|2023-06-09,1.0,1.0,0.8344195354762651,10.0,0.1,15.0,0.06666666666666667,0.005562796903175102
META,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,271.3900146,264.9500122,271.3900146,264.9500122,0,True,split_adj,1000013.0,1000013.0,271.3900146,264.9500122,0,0,260.0,-0.042875324,0.042875324,,0.8952941,0.1047059,0.8952941,0.1047059,1,0.06,0.1,0.06,13,13,20.0,335.0,bidask_mid,73,73,0.013213213213213145,0,0,0,True,False,META|2023-06-05|2023-06-09,2.5,2.5,0.8389152341434498,11.0,0.09090909090909091,15.0,0.06666666666666667,0.005084334752384545
META,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,271.3900146,264.9500122,271.3900146,264.9500122,0,True,split_adj,1000013.0,1000013.0,271.3900146,264.9500122,0,0,262.5,-0.033305873,0.033305873,,0.8352744,0.1647256,0.8352744,0.1647256,1,0.06,0.1,0.06,13,13,20.0,335.0,bidask_mid,73,73,0.013213213213213145,0,0,0,True,False,META|2023-06-05|2023-06-09,2.5,2.5,0.8389152341434498,11.0,0.09090909090909091,15.0,0.06666666666666667,0.005084334752384545
META,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,271.3900146,264.9500122,271.3900146,264.9500122,0,True,split_adj,1000013.0,1000013.0,271.3900146,264.9500122,0,0,265.0,-0.023827129,0.023827129,,0.770253,0.229747,0.770253,0.229747,0,0.06,0.1,0.06,13,13,20.0,335.0,bidask_mid,73,73,0.013213213213213145,0,0,0,True,False,META|2023-06-05|2023-06-09,2.5,2.5,0.8389152341434498,11.0,0.09090909090909091,15.0,0.06666666666666667,0.005084334752384545
META,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,271.3900146,264.9500122,271.3900146,264.9500122,0,True,split_adj,1000013.0,1000013.0,271.3900146,264.9500122,0,0,267.5,-0.014437388,0.014437388,,0.6752218,0.3247782,0.6752218,0.3247782,0,0.06,0.1,0.06,13,13,20.0,335.0,bidask_mid,73,73,0.013213213213213145,0,0,0,True,False,META|2023-06-05|2023-06-09,2.5,2.5,0.8389152341434498,11.0,0.09090909090909091,15.0,0.06666666666666667,0.005084334752384545
META,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,271.3900146,264.9500122,271.3900146,264.9500122,0,True,split_adj,1000013.0,1000013.0,271.3900146,264.9500122,0,0,270.0,-0.005134996,0.005134996,,0.5551824,0.4448176,0.5551824,0.4448176,0,0.06,0.1,0.06,13,13,20.0,335.0,bidask_mid,73,73,0.013213213213213145,0,0,0,True,False,META|2023-06-05|2023-06-09,2.5,2.5,0.8389152341434498,11.0,0.09090909090909091,15.0,0.06666666666666667,0.005084334752384545
META,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,271.3900146,264.9500122,271.3900146,264.9500122,0,True,split_adj,1000013.0,1000013.0,271.3900146,264.9500122,0,0,272.5,0.004081659,0.004081659,,0.4391443,0.5608557,0.4391443,0.5608557,0,0.06,0.1,0.06,13,13,20.0,335.0,bidask_mid,73,73,0.013213213213213145,0,0,0,True,False,META|2023-06-05|2023-06-09,2.5,2.5,0.8389152341434498,11.0,0.09090909090909091,15.0,0.06666666666666667,0.005084334752384545
META,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,271.3900146,264.9500122,271.3900146,264.9500122,0,True,split_adj,1000013.0,1000013.0,271.3900146,264.9500122,0,0,275.0,0.013214143,0.013214143,,0.3321091,0.6678909,0.3321091,0.6678909,0,0.06,0.1,0.06,13,13,20.0,335.0,bidask_mid,73,73,0.013213213213213145,0,0,0,True,False,META|2023-06-05|2023-06-09,2.5,2.5,0.8389152341434498,11.0,0.09090909090909091,15.0,0.06666666666666667,0.005084334752384545
META,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,271.3900146,264.9500122,271.3900146,264.9500122,0,True,split_adj,1000013.0,1000013.0,271.3900146,264.9500122,0,0,277.5,0.022263978,0.022263978,,0.2440802,0.7559198,0.2440802,0.7559198,0,0.06,0.1,0.06,13,13,20.0,335.0,bidask_mid,73,73,0.013213213213213145,0,0,0,True,False,META|2023-06-05|2023-06-09,2.5,2.5,0.8389152341434498,11.0,0.09090909090909091,15.0,0.06666666666666667,0.005084334752384545
META,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,271.3900146,264.9500122,271.3900146,264.9500122,0,True,split_adj,1000013.0,1000013.0,271.3900146,264.9500122,0,0,280.0,0.031232648,0.031232648,,0.1750575,0.8249425,0.1750575,0.8249425,0,0.06,0.1,0.06,13,13,20.0,335.0,bidask_mid,73,73,0.013213213213213145,0,0,0,True,False,META|2023-06-05|2023-06-09,2.5,2.5,0.8389152341434498,11.0,0.09090909090909091,15.0,0.06666666666666667,0.005084334752384545
META,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,271.3900146,264.9500122,271.3900146,264.9500122,0,True,split_adj,1000013.0,1000013.0,271.3900146,264.9500122,0,0,282.5,0.040121596,0.040121596,,0.1240407,0.8759593,0.1240407,0.8759593,0,0.06,0.1,0.06,13,13,20.0,335.0,bidask_mid,73,73,0.013213213213213145,0,0,0,True,False,META|2023-06-05|2023-06-09,2.5,2.5,0.8389152341434498,11.0,0.09090909090909091,15.0,0.06666666666666667,0.005084334752384545
META,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,271.3900146,264.9500122,271.3900146,264.9500122,0,True,split_adj,1000013.0,1000013.0,271.3900146,264.9500122,0,0,285.0,0.048932226,0.048932226,,0.0840276,0.9159724,0.0840276,0.9159724,0,0.06,0.1,0.06,13,13,20.0,335.0,bidask_mid,73,73,0.013213213213213145,0,0,0,True,False,META|2023-06-05|2023-06-09,2.5,2.5,0.8389152341434498,11.0,0.09090909090909091,15.0,0.06666666666666667,0.005084334752384545
MSFT,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,335.9400024,326.7900085,335.9400024,326.7900085,0,True,split_adj,1000016.0,1000016.0,335.9400024,326.7900085,0,0,322.5,-0.040829444,0.040829444,,0.8961958,0.1038042,0.9351429,0.0648571,1,0.06,0.1,0.06,16,16,150.0,405.0,bidask_mid,68,68,0.04864900401025565,0,0,0,True,False,MSFT|2023-06-05|2023-06-09,2.5,2.5,0.8105667356278604,10.0,0.1,15.0,0.06666666666666667,0.00540377823751907
MSFT,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,335.9400024,326.7900085,335.9400024,326.7900085,0,True,split_adj,1000016.0,1000016.0,335.9400024,326.7900085,0,0,325.0,-0.033107398,0.033107398,,0.8677851,0.1322149,0.8602826,0.1397174,1,0.06,0.1,0.06,16,16,150.0,405.0,bidask_mid,68,68,0.04864900401025565,0,0,0,True,False,MSFT|2023-06-05|2023-06-09,2.5,2.5,0.8105667356278604,10.0,0.1,15.0,0.06666666666666667,0.00540377823751907
MSFT,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,335.9400024,326.7900085,335.9400024,326.7900085,0,True,split_adj,1000016.0,1000016.0,335.9400024,326.7900085,0,0,327.5,-0.025444525,0.025444525,,0.8652842,0.1347158,0.8652842,0.1347158,0,0.06,0.1,0.06,16,16,150.0,405.0,bidask_mid,68,68,0.04864900401025565,0,0,0,True,False,MSFT|2023-06-05|2023-06-09,2.5,2.5,0.8105667356278604,10.0,0.1,15.0,0.06666666666666667,0.00540377823751907
MSFT,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,335.9400024,326.7900085,335.9400024,326.7900085,0,True,split_adj,1000016.0,1000016.0,335.9400024,326.7900085,0,0,330.0,-0.017839925,0.017839925,,0.8077653,0.1922347,0.8152678,0.1847322,0,0.06,0.1,0.06,16,16,150.0,405.0,bidask_mid,68,68,0.04864900401025565,0,0,0,True,False,MSFT|2023-06-05|2023-06-09,2.5,2.5,0.8105667356278604,10.0,0.1,15.0,0.06666666666666667,0.00540377823751907
MSFT,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,335.9400024,326.7900085,335.9400024,326.7900085,0,True,split_adj,1000016.0,1000016.0,335.9400024,326.7900085,0,0,332.5,-0.01029272,0.01029272,,0.70023,0.29977,0.70023,0.29977,0,0.06,0.1,0.06,16,16,150.0,405.0,bidask_mid,68,68,0.04864900401025565,0,0,0,True,False,MSFT|2023-06-05|2023-06-09,2.5,2.5,0.8105667356278604,10.0,0.1,15.0,0.06666666666666667,0.00540377823751907
MSFT,2023-06-05,2023-06-09,2023-06-05,2023-06-05,2023-06-09,2023-06-09,2023-06-09,FRI,4,0.010951403,0.03,335.9400024,326.7900085,335.9400024,326.7900085,0,True,split_adj,1000016.0,1000016.0,335.9400024,326.7900085,0,0,335.0,-0.002802048,0.002802048,,0.5911942,0.4088058,0.5911942,0.4088058,0,0.06,0.1,0.06,16,16,150.0,405.0,bidask_mid,68,68,0.04864900401025565,0,0,0,True,False,MSFT|2023-06-05|2023-06-09,2.5,2.5,0.8105667356278604,10.0,0.1,15.0,0.06666666666666667,0.00540377823751907
