model,split,logloss,brier,ece,n,weight_sum
baseline_pRN,test,0.49542462670217724,0.16221308919552785,0.033168397362245645,5816,0.8243504722143657
logit+platt_C=1,test,0.498942842777551,0.1630023079187406,0.042761464431408144,5816,0.8243504722143657
logit_base_C=1,test,0.5010722870618796,0.16478576983629117,0.053927490060261235,5816,0.8243504722143657
baseline_pRN,val,0.4932723424129367,0.16129134563814898,0.07439327750193521,5965,0.8493711654062074
logit+platt_C=1,val,0.5037134022469419,0.16488548053912203,0.09056345493679945,5965,0.8493711654062074
logit_base_C=1,val,0.48101965331527624,0.15701094241509775,0.04328416285447032,5965,0.8493711654062074
