C,window,window_start,window_end,n_val,w_sum_val,logloss_baseline,logloss_model,delta_model_minus_baseline
5.0,roll_val_1,2025-10-10,2025-10-28,726,0.16337832134020575,0.48008947795333723,0.47157481443719673,-0.008514663516140497
5.0,roll_val_2,2025-10-29,2025-11-13,916,0.24781750600271008,0.5285354347456531,0.5254338154209257,-0.0031016193247274115
5.0,roll_val_3,2025-11-14,2025-12-03,817,0.16056103379087755,0.4783165810878931,0.4554929838478464,-0.022823597240046678
5.0,roll_val_4,2025-12-04,2025-12-19,728,0.1714330010810852,0.4777544238140075,0.48861395936501817,0.010859535551010657
