model,split,logloss,brier,ece,ece_q,n,weight_sum,delta_logloss_ci_lo,delta_logloss_ci_hi,delta_brier_ci_lo,delta_brier_ci_hi,delta_ece_ci_lo,delta_ece_ci_hi,delta_ece_q_ci_lo,delta_ece_q_ci_hi,bootstrap_n_groups,bootstrap_B,baseline_logloss,delta_model_minus_baseline
baseline_pRN,val_pool,0.4953221839837126,0.1613117378597848,0.05688069007461665,0.05618314671724313,3187,0.7431898622148785,,,,,,,,,,,,
baseline_pRN,test,0.4304988329489706,0.13356549269940535,0.10514134330592273,0.10284074192155403,1240,0.3512551172395538,,,,,,,,,,,,
logit_C=5,val_pool,0.4849894059628238,0.15816748305590506,0.04891642906086444,0.04891642906086446,3187,0.7431898622148785,-0.023996000595210107,0.004300216562369712,-0.006934347890360512,0.0009064979460729382,-0.03914768195297122,0.01489854098321656,-0.04212752008050543,0.010130417447792419,224.0,2000.0,,
logit_C=5,test,0.4013032762027557,0.12530262612207782,0.05611979352767224,0.052458454111131106,1240,0.3512551172395538,-0.0460287135263175,-0.009723691716469397,-0.01406038072238842,-0.0018866479382257354,-0.05891397503521704,-0.015427878184356023,-0.056677591071601384,-0.018882706377748245,103.0,2000.0,,
rolling_selection,avg_over_windows,0.48200488552998527,,,,4,,,,,,,,,,,,0.4911739794002227,-0.009169093870237455
