model,split,logloss,brier,ece,ece_q,n,weight_sum,delta_logloss_ci_lo,delta_logloss_ci_hi,delta_brier_ci_lo,delta_brier_ci_hi,delta_ece_ci_lo,delta_ece_ci_hi,delta_ece_q_ci_lo,delta_ece_q_ci_hi,bootstrap_n_groups,bootstrap_B,baseline_logloss,delta_model_minus_baseline
baseline_pRN,val_pool,0.4953221839837126,0.1613117378597848,0.05688069007461665,0.05618314671724313,3187,0.7431898622148785,,,,,,,,,,,,
baseline_pRN,test,0.4304988329489706,0.13356549269940535,0.10514134330592273,0.10284074192155403,1240,0.3512551172395538,,,,,,,,,,,,
logit+platt_C=5,val_pool,0.5051065577902786,0.16471988727511697,0.08522963531626518,0.08522963531626515,3187,0.7431898622148785,-0.013839948563580748,0.03332562611967754,-0.003259998817991692,0.009843399850972228,-0.017369855478546137,0.04664055569567035,-0.017500497121571857,0.04631350361940769,224.0,2000.0,,
logit+platt_C=5,test,0.39842390146413537,0.12458335281684925,0.05018967094146883,0.04482639927619472,1240,0.3512551172395538,-0.04962799760292991,-0.011841083383513825,-0.01488207829123238,-0.0024338082535805654,-0.06326648892199321,-0.01733661611869493,-0.06323958218316934,-0.021162116921151733,103.0,2000.0,,
rolling_selection,avg_over_windows,0.49072338546351485,,,,4,,,,,,,,,,,,0.4911739794002227,-0.00045059393670787706
