timestamp_utc,market_id,open,high,low,close,volume,trade_count,schema_version
2026-01-22T00:00:00Z,1201271,0.3125,0.3125,0.3125,0.3125,,,pm_bars_history_v1.0
2026-01-22T01:00:00Z,1201271,0.317,0.317,0.317,0.317,,,pm_bars_history_v1.0
2026-01-22T02:00:00Z,1201271,0.3155,0.3155,0.3155,0.3155,,,pm_bars_history_v1.0
2026-01-22T03:00:00Z,1201271,0.315,0.315,0.315,0.315,,,pm_bars_history_v1.0
2026-01-22T04:00:00Z,1201271,0.315,0.315,0.315,0.315,,,pm_bars_history_v1.0
2026-01-22T05:00:00Z,1201271,0.315,0.315,0.315,0.315,,,pm_bars_history_v1.0
2026-01-22T06:00:00Z,1201271,0.315,0.315,0.315,0.315,,,pm_bars_history_v1.0
2026-01-22T07:00:00Z,1201271,0.3145,0.3145,0.3145,0.3145,,,pm_bars_history_v1.0
2026-01-22T08:00:00Z,1201271,0.3145,0.3145,0.3145,0.3145,,,pm_bars_history_v1.0
2026-01-22T09:00:00Z,1201271,0.3155,0.3155,0.3155,0.3155,,,pm_bars_history_v1.0
2026-01-22T10:00:00Z,1201271,0.3,0.3,0.3,0.3,,,pm_bars_history_v1.0
2026-01-22T11:00:00Z,1201271,0.274,0.274,0.274,0.274,,,pm_bars_history_v1.0
2026-01-22T12:00:00Z,1201271,0.2515,0.2515,0.2515,0.2515,,,pm_bars_history_v1.0
2026-01-22T13:00:00Z,1201271,0.4505,0.4505,0.4505,0.4505,,,pm_bars_history_v1.0
2026-01-22T14:00:00Z,1201271,0.48,0.48,0.48,0.48,,,pm_bars_history_v1.0
2026-01-22T15:00:00Z,1201271,0.015,0.015,0.015,0.015,,,pm_bars_history_v1.0
2026-01-22T16:00:00Z,1201271,0.0145,0.0145,0.0145,0.0145,,,pm_bars_history_v1.0
2026-01-22T17:00:00Z,1201271,0.0145,0.0145,0.0145,0.0145,,,pm_bars_history_v1.0
2026-01-22T18:00:00Z,1201271,0.0145,0.0145,0.0145,0.0145,,,pm_bars_history_v1.0
2026-01-22T19:00:00Z,1201271,0.0145,0.0145,0.0145,0.0145,,,pm_bars_history_v1.0
2026-01-22T20:00:00Z,1201271,0.0145,0.0145,0.0145,0.0145,,,pm_bars_history_v1.0
2026-01-22T21:00:00Z,1201271,0.0145,0.0145,0.0145,0.0145,,,pm_bars_history_v1.0
2026-01-22T22:00:00Z,1201271,0.468,0.468,0.468,0.468,,,pm_bars_history_v1.0
