snapshot_time_utc,week_monday,week_friday,week_sunday,ticker,slug,event_title,market_question,event_id,market_id,condition_id,event_endDate,K,T_days,pPM_buy,pPM_mid,yes_spread,qPM_buy,qPM_mid,no_spread,pm_ok,pm_reason,yes_token_id,no_token_id,S,pRN,qRN,pRN_raw,rn_method,rn_quote_source,rn_monotone_adjusted,n_calls_used,calls_k_min,calls_k_max,deltaK,snapshot_time_local,snapshot_session,event_updatedAt,expiry_ts_utc,pm_ok_meta,pm_reason_meta,schema_version,spot_source,spot_asof_utc,rn_asof_utc,rv20,dividend_yield,expiry_date,S_asof_close,S_asof_close_adj,S_expiry_close,S_expiry_close_adj,r,T_years,sqrt_T_years,log_T_days,log_m,abs_log_m,x_logit_prn,prn_raw_gap,x_prn_x_tdays,x_prn_x_rv20,x_prn_x_logm,rv20_sqrtT,log_m_over_volT,abs_log_m_over_volT,log_m_fwd,abs_log_m_fwd,log_m_fwd_over_volT,abs_log_m_fwd_over_volT,run_id,run_time_utc,run_contract_type,forward_price,rel_spread_median,n_chain_raw,n_chain_used,n_band_raw,n_band_inside,dropped_intrinsic,asof_fallback_days,expiry_fallback_days,split_events_in_preload_range,spot_scale_used,expiry_close_date_used,asof_date,x_m,x_abs_m,rv20_source,rv20_window,is_missing_rv20
2026-02-05 23:50:22.144640+00:00,2026-02-02,2026-02-06,2026-02-08,AAPL,aapl-close-above-on-february-6-2026,Apple (AAPL) closes above ___ on February 6?,Will Apple (AAPL) close above $265 on February 6?,199216,1339385,0x962de5695d430018c6f401c0c35bf0401e1806f1592395d6c4d27a2f6320c1e9,2026-02-06 00:00:00+00:00,265.0,0.8816881407407408,0.99,0.915,0.15000000000000002,0.16,0.085,0.15,True,ok,26720914724865313393293219463246327274368119323104218267299759884349657938901,87418927617818778962889458131816834731045769593830301915505015839862176530893,275.41,0.9700702,0.0299298,0.9700702,call_slope,bidask_mid,False,65,110.0,400.0,7.5,2026-02-06T00:50:22.144640+01:00,PRE,2026-02-05T23:47:35.089908Z,2026-02-06 21:00:00+00:00,True,ok,pPM_polymarket_snapshot_v1.0.1,intraday_prepost_1m,2026-02-05T23:50:22.144640+00:00,2026-02-05T23:50:22.144640+00:00,0.25378907026805086,0.0,2026-02-06,275.41,275.41,275.41,275.41,0.03,0.002415583947234906,0.04914859049082594,0.6321693211309689,-0.03853107046973499,0.03853107046973499,3.478513800429107,0.0,3.0669643652413474,0.8828087833254873,-0.13403086037427958,0.012473375085651882,-3.0890653255554916,3.0890653255554916,-0.03860353798815209,0.03860353798815209,-3.0948751018124776,3.0948751018124776,1dte-2026-02-05T23-50-22Z,2026-02-05T23:50:35.129732+00:00,1dte,275.42995900242823,0.04535637149028081,65,65,13.0,13.0,0,0,0,0,raw,2026-02-06,2026-02-06,-0.13428293963717633,0.13428293963717633,realized_20d,20,False
2026-02-05 23:50:22.144640+00:00,2026-02-02,2026-02-06,2026-02-08,AAPL,aapl-close-above-on-february-6-2026,Apple (AAPL) closes above ___ on February 6?,Will Apple (AAPL) close above $270 on February 6?,199216,1339386,0x3f12faa6b23efec5a6a0760449b2f5c770d4c910fa677e2335b7fd3447307ab0,2026-02-06 00:00:00+00:00,270.0,0.8816881407407408,0.99,0.735,0.51,0.52,0.265,0.51,True,ok,58159668417114237434664825019216056859452289433286037069316018231985527732315,98596297297526341346852422648264818169666323825183681398210796432570790856054,275.41,0.9067323,0.0932677,0.9067323,call_slope,bidask_mid,False,65,110.0,400.0,7.5,2026-02-06T00:50:22.144640+01:00,PRE,2026-02-05T23:47:35.089908Z,2026-02-06 21:00:00+00:00,True,ok,pPM_polymarket_snapshot_v1.0.1,intraday_prepost_1m,2026-02-05T23:50:22.144640+00:00,2026-02-05T23:50:22.144640+00:00,0.25378907026805086,0.0,2026-02-06,275.41,275.41,275.41,275.41,0.03,0.002415583947234906,0.04914859049082594,0.6321693211309689,-0.01983893745758248,0.01983893745758248,2.2743734048635247,0.0,2.005288058684309,0.5772111118626951,-0.04512115173427638,0.012473375085651882,-1.590502756579749,1.590502756579749,-0.01991140497599955,0.01991140497599955,-1.5963125328367325,1.5963125328367325,1dte-2026-02-05T23-50-22Z,2026-02-05T23:50:35.129732+00:00,1dte,275.42995900242823,0.04535637149028081,65,65,13.0,13.0,0,0,0,0,raw,2026-02-06,2026-02-06,-0.045285969930880625,0.045285969930880625,realized_20d,20,False
2026-02-05 23:50:22.144640+00:00,2026-02-02,2026-02-06,2026-02-08,AAPL,aapl-close-above-on-february-6-2026,Apple (AAPL) closes above ___ on February 6?,Will Apple (AAPL) close above $275 on February 6?,199216,1339387,0x090b92f9132e32742325292004b7ac2e98a6822c8e9733817d516a2110415b43,2026-02-06 00:00:00+00:00,275.0,0.8816881407407408,0.9,0.56,0.68,0.78,0.44,0.68,True,ok,16201257744115954031366026729904516249765170575826630395761401178128880231269,26778053148628389692180506873403501243780063297457177649136609314055391823931,275.41,0.6920501,0.3079499,0.6920501,call_slope,bidask_mid,False,65,110.0,400.0,7.5,2026-02-06T00:50:22.144640+01:00,PRE,2026-02-05T23:47:35.089908Z,2026-02-06 21:00:00+00:00,True,ok,pPM_polymarket_snapshot_v1.0.1,intraday_prepost_1m,2026-02-05T23:50:22.144640+00:00,2026-02-05T23:50:22.144640+00:00,0.25378907026805086,0.0,2026-02-06,275.41,275.41,275.41,275.41,0.03,0.002415583947234906,0.04914859049082594,0.6321693211309689,-0.0014897987893858762,0.0014897987893858762,0.8097212444359713,0.0,0.7139216185250303,0.2054984018016943,-0.0012063217297007352,0.012473375085651882,-0.11943830592407913,0.11943830592407913,-0.0015622663078030262,0.0015622663078030262,-0.12524808218106906,0.12524808218106906,1dte-2026-02-05T23-50-22Z,2026-02-05T23:50:35.129732+00:00,1dte,275.42995900242823,0.04535637149028081,65,65,13.0,13.0,0,0,0,0,raw,2026-02-06,2026-02-06,-0.0012650002188946566,0.0012650002188946566,realized_20d,20,False
2026-02-05 23:50:22.144640+00:00,2026-02-02,2026-02-06,2026-02-08,AAPL,aapl-close-above-on-february-6-2026,Apple (AAPL) closes above ___ on February 6?,Will Apple (AAPL) close above $280 on February 6?,199216,1339389,0xb407388f09f5233c9e652a6d8536ac31ff5cf9d9bfc1b95eb7a6c460878ead22,2026-02-06 00:00:00+00:00,280.0,0.8816881407407408,0.6,0.33499999999999996,0.53,0.93,0.665,0.53,True,ok,32045845687592346317276455140677357808872859735605224391407168833542806538231,27652814240892751695829186359553611519125591061617324631614376325674248536515,275.41,0.3160229,0.6839771,0.3160229,call_slope,bidask_mid,False,65,110.0,400.0,7.5,2026-02-06T00:50:22.144640+01:00,PRE,2026-02-05T23:47:35.089908Z,2026-02-06 21:00:00+00:00,True,ok,pPM_polymarket_snapshot_v1.0.1,intraday_prepost_1m,2026-02-05T23:50:22.144640+00:00,2026-02-05T23:50:22.144640+00:00,0.25378907026805086,0.0,2026-02-06,275.41,275.41,275.41,275.41,0.03,0.002415583947234906,0.04914859049082594,0.6321693211309689,0.016528706713292287,0.016528706713292287,-0.7721097582142965,0.0,-0.6807600171677459,-0.19595301768209586,-0.012761975743995128,0.012473375085651882,1.3251190315206067,1.3251190315206067,0.016456239194875277,0.016456239194875277,1.319309255263628,1.319309255263628,1dte-2026-02-05T23-50-22Z,2026-02-05T23:50:35.129732+00:00,1dte,275.42995900242823,0.04535637149028081,65,65,13.0,13.0,0,0,0,0,raw,2026-02-06,2026-02-06,-0.01270602286587178,-0.01270602286587178,realized_20d,20,False
2026-02-05 23:50:22.144640+00:00,2026-02-02,2026-02-06,2026-02-08,AAPL,aapl-close-above-on-february-6-2026,Apple (AAPL) closes above ___ on February 6?,Will Apple (AAPL) close above $285 on February 6?,199216,1339392,0x23a61a66788e12f7344081d25ad40c0e2cf9cde6dcc50df3bb9083ef9d9d9c38,2026-02-06 00:00:00+00:00,285.0,0.8816881407407408,0.236,0.123,0.22599999999999998,0.99,0.877,0.22599999999999998,True,ok,61671591014514245640842056131088032604447999940935541686850406897740595941856,100859765676032622653546751693415728417470697481187754266690714671984257040009,275.41,0.0640046,0.9359954,0.0640046,call_slope,bidask_mid,False,65,110.0,400.0,7.5,2026-02-06T00:50:22.144640+01:00,PRE,2026-02-05T23:47:35.089908Z,2026-02-06 21:00:00+00:00,True,ok,pPM_polymarket_snapshot_v1.0.1,intraday_prepost_1m,2026-02-05T23:50:22.144640+00:00,2026-02-05T23:50:22.144640+00:00,0.25378907026805086,0.0,2026-02-06,275.41,275.41,275.41,275.41,0.03,0.002415583947234906,0.04914859049082594,0.6321693211309689,0.03422828381269338,0.03422828381269338,-2.6826556061588134,0.0,-2.365265633641889,-0.6808286721364196,-0.09182269745931687,0.012473375085651882,2.744107635475996,2.744107635475996,0.03415581629427629,0.03415581629427629,2.7382978592190104,2.7382978592190104,1dte-2026-02-05T23-50-22Z,2026-02-05T23:50:35.129732+00:00,1dte,275.42995900242823,0.04535637149028081,65,65,13.0,13.0,0,0,0,0,raw,2026-02-06,2026-02-06,-0.09162829206477083,-0.09162829206477083,realized_20d,20,False
2026-02-05 23:50:22.144640+00:00,2026-02-02,2026-02-06,2026-02-08,AMZN,amzn-close-above-on-february-6-2026,Amazon (AMZN) closes above ___ on February 6?,Will Amazon (AMZN) close above $225 on February 6?,199240,1339425,0xc78ac796341147d4bf3cffd8fb8870cf4affbea48bc918ff5a1293e7ccb82f81,2026-02-06 00:00:00+00:00,225.0,0.8816881407407408,0.88,0.445,0.87,0.99,0.5549999999999999,0.87,True,ok,76415733491367458545132276857539115468259808241265841359062614986769846877687,95150202154533751170075860744333037288841914778856496727833168386328775467724,198.5052,0.4767012,0.5232988,0.4767012,call_slope,bidask_mid,False,63,125.0,345.0,7.5,2026-02-06T00:50:22.144640+01:00,PRE,2026-02-05T23:47:39.808261Z,2026-02-06 21:00:00+00:00,True,ok,pPM_polymarket_snapshot_v1.0.1,intraday_prepost_1m,2026-02-05T23:50:22.144640+00:00,2026-02-05T23:50:22.144640+00:00,0.2953395791776421,0.0,2026-02-06,198.5052,198.5052,198.5052,198.5052,0.03,0.002415583947234906,0.04914859049082594,0.6321693211309689,0.1252851059467449,0.1252851059467449,-0.09326274072174891,0.0,-0.08222865246734457,-0.027544178597714866,-0.011684432352208113,0.014515524032734794,8.631111468260274,8.631111468260274,0.12521263842832778,0.12521263842832778,8.626119053363388,8.626119053363388,1dte-2026-02-05T23-50-22Z,2026-02-05T23:50:35.129732+00:00,1dte,198.51958570047861,0.06849315068493157,63,63,11.0,11.0,0,0,0,0,raw,2026-02-06,2026-02-06,-0.011677673832827227,-0.011677673832827227,realized_20d,20,False
2026-02-05 23:50:22.144640+00:00,2026-02-02,2026-02-06,2026-02-08,AMZN,amzn-close-above-on-february-6-2026,Amazon (AMZN) closes above ___ on February 6?,Will Amazon (AMZN) close above $230 on February 6?,199240,1339426,0x1c385a9fe4b2dd186208fc9c6c8f876770fce62841728b62228dd35a8e67b1ed,2026-02-06 00:00:00+00:00,230.0,0.8816881407407408,0.36,0.185,0.35,0.99,0.815,0.35,True,ok,84556640839381659090687284627901385456196356171919882954367421023952798696395,603976663347984151858787923103935191419460985008385863300812357294026210809,198.5052,0.4100297,0.5899703,0.4100297,call_slope,bidask_mid,False,63,125.0,345.0,7.5,2026-02-06T00:50:22.144640+01:00,PRE,2026-02-05T23:47:39.808261Z,2026-02-06 21:00:00+00:00,True,ok,pPM_polymarket_snapshot_v1.0.1,intraday_prepost_1m,2026-02-05T23:50:22.144640+00:00,2026-02-05T23:50:22.144640+00:00,0.2953395791776421,0.0,2026-02-06,198.5052,198.5052,198.5052,198.5052,0.03,0.002415583947234906,0.04914859049082594,0.6321693211309689,0.14726401266552028,0.14726401266552028,-0.36384260055050094,0.0,-0.3207957060016472,-0.10745712053348387,-0.053580921335724806,0.014515524032734794,10.145277038115657,10.145277038115657,0.14719154514710314,0.14719154514710314,10.14028462321877,10.14028462321877,1dte-2026-02-05T23-50-22Z,2026-02-05T23:50:35.129732+00:00,1dte,198.51958570047861,0.06849315068493157,63,63,11.0,11.0,0,0,0,0,raw,2026-02-06,2026-02-06,-0.05355455456536847,-0.05355455456536847,realized_20d,20,False
2026-02-05 23:50:22.144640+00:00,2026-02-02,2026-02-06,2026-02-08,AMZN,amzn-close-above-on-february-6-2026,Amazon (AMZN) closes above ___ on February 6?,Will Amazon (AMZN) close above $235 on February 6?,199240,1339427,0x75c65c01695e1cd5298820cd9b75ef9ff21c2af3c692daf4a4d507a9a2fc2d10,2026-02-06 00:00:00+00:00,235.0,0.8816881407407408,0.3,0.155,0.29,0.99,0.845,0.29000000000000004,True,ok,27615735298478273030570531533365087654269526143755667824000235779074808818140,18183626625074725123769195786863116318127250181819745221939130445736949806413,198.5052,0.3600261,0.6399739,0.3600261,call_slope,bidask_mid,False,63,125.0,345.0,7.5,2026-02-06T00:50:22.144640+01:00,PRE,2026-02-05T23:47:39.808261Z,2026-02-06 21:00:00+00:00,True,ok,pPM_polymarket_snapshot_v1.0.1,intraday_prepost_1m,2026-02-05T23:50:22.144640+00:00,2026-02-05T23:50:22.144640+00:00,0.2953395791776421,0.0,2026-02-06,198.5052,198.5052,198.5052,198.5052,0.03,0.002415583947234906,0.04914859049082594,0.6321693211309689,0.16877021788648378,0.16877021788648378,-0.575250865449982,0.0,-0.5071918660180967,-0.1698943485235721,-0.09708521390138183,0.014515524032734794,11.626877369764973,11.626877369764973,0.16869775036806667,0.16869775036806667,11.621884954868088,11.621884954868088,1dte-2026-02-05T23-50-22Z,2026-02-05T23:50:35.129732+00:00,1dte,198.51958570047861,0.06849315068493157,63,63,11.0,11.0,0,0,0,0,raw,2026-02-06,2026-02-06,-0.09704352689869537,-0.09704352689869537,realized_20d,20,False
2026-02-05 23:50:22.144640+00:00,2026-02-02,2026-02-06,2026-02-08,AMZN,amzn-close-above-on-february-6-2026,Amazon (AMZN) closes above ___ on February 6?,Will Amazon (AMZN) close above $240 on February 6?,199240,1339428,0xec48e24c7566d8f6359a63a8d8429dda5310b7dc825787b0d157f64edb973dbd,2026-02-06 00:00:00+00:00,240.0,0.8816881407407408,0.569,0.2895,0.5589999999999999,0.99,0.7105,0.5589999999999999,True,ok,106243461432732174746060489016254887691128712219098346838052760012619549883434,91182783546674931508353968471776440756974233306500658772054530696201551187329,198.5052,0.2773534,0.7226466,0.2773534,call_slope,bidask_mid,False,63,125.0,345.0,7.5,2026-02-06T00:50:22.144640+01:00,PRE,2026-02-05T23:47:39.808261Z,2026-02-06 21:00:00+00:00,True,ok,pPM_polymarket_snapshot_v1.0.1,intraday_prepost_1m,2026-02-05T23:50:22.144640+00:00,2026-02-05T23:50:22.144640+00:00,0.2953395791776421,0.0,2026-02-06,198.5052,198.5052,198.5052,198.5052,0.03,0.002415583947234906,0.04914859049082594,0.6321693211309689,0.18982362708431624,0.18982362708431624,-0.9576278006734497,0.0,-0.8443290750974185,-0.28282539165970755,-0.18178038252061082,0.014515524032734794,13.077283786395451,13.077283786395451,0.18975115956589894,0.18975115956589894,13.072291371498554,13.072291371498554,1dte-2026-02-05T23-50-22Z,2026-02-05T23:50:35.129732+00:00,1dte,198.51958570047861,0.06849315068493157,63,63,11.0,11.0,0,0,0,0,raw,2026-02-06,2026-02-06,-0.1817109856103286,-0.1817109856103286,realized_20d,20,False
2026-02-05 23:50:22.144640+00:00,2026-02-02,2026-02-06,2026-02-08,AMZN,amzn-close-above-on-february-6-2026,Amazon (AMZN) closes above ___ on February 6?,Will Amazon (AMZN) close above $245 on February 6?,199240,1339429,0xb61342b70760d9ea2de98d9a474e1471a1832c3dcadb28e0370bde6c7e8717dc,2026-02-06 00:00:00+00:00,245.0,0.8816881407407408,0.059,0.03,0.057999999999999996,0.999,0.97,0.05800000000000005,True,ok,90253580232504996492787648395753767062920095978055240815277562202548327050782,8550781582315021985566152804479451092647335241042287864143249639465217975078,198.5052,0.2253497,0.7746503,0.2253497,call_slope,bidask_mid,False,63,125.0,345.0,7.5,2026-02-06T00:50:22.144640+01:00,PRE,2026-02-05T23:47:39.808261Z,2026-02-06 21:00:00+00:00,True,ok,pPM_polymarket_snapshot_v1.0.1,intraday_prepost_1m,2026-02-05T23:50:22.144640+00:00,2026-02-05T23:50:22.144640+00:00,0.2953395791776421,0.0,2026-02-06,198.5052,198.5052,198.5052,198.5052,0.03,0.002415583947234906,0.04914859049082594,0.6321693211309689,0.21044291428705186,0.21044291428705186,-1.2347582838406064,0.0,-1.0886717355436522,-0.3646729919355922,-0.259846131691496,0.014515524032734794,14.49778277466731,14.49778277466731,0.21037044676863473,0.21037044676863473,14.492790359770424,14.492790359770424,1dte-2026-02-05T23-50-22Z,2026-02-05T23:50:35.129732+00:00,1dte,198.51958570047861,0.06849315068493157,63,63,11.0,11.0,0,0,0,0,raw,2026-02-06,2026-02-06,-0.25975665182282104,-0.25975665182282104,realized_20d,20,False
