model,split,logloss,brier,ece,ece_q,n,weight_sum,delta_logloss_ci_lo,delta_logloss_ci_hi,delta_brier_ci_lo,delta_brier_ci_hi,delta_ece_ci_lo,delta_ece_ci_hi,delta_ece_q_ci_lo,delta_ece_q_ci_hi,bootstrap_n_groups,bootstrap_B,baseline_logloss,delta_model_minus_baseline
baseline_pRN,val_pool,0.4953221839837126,0.1613117378597848,0.05688069007461665,0.05618314671724313,3187,0.7431898622148785,,,,,,,,,,,,
baseline_pRN,test,0.4304988329489706,0.13356549269940535,0.10514134330592273,0.10284074192155403,1240,0.3512551172395538,,,,,,,,,,,,
logit_C=0.2,val_pool,0.4915868311370407,0.16032493867091063,0.05636135759279422,0.05636135759279423,3187,0.7431898622148785,-0.019222674779222605,0.013504070060454896,-0.005118128702969979,0.0036068978745208715,-0.036150411511231426,0.022259155951701966,-0.03850248161649319,0.019759326077442456,224.0,2000.0,,
logit_C=0.2,test,0.4087454244840972,0.12782163939012894,0.05790182991352509,0.05243926966689172,1240,0.3512551172395538,-0.038274687129679755,-0.0021927499908232445,-0.01125606747228626,0.0005060897136466482,-0.058375912727286365,-0.016419329607591064,-0.06941074533082134,-0.019551557104376185,103.0,2000.0,,
rolling_selection,avg_over_windows,0.48549103508925834,,,,4,,,,,,,,,,,,0.4911739794002227,-0.0056829443109643885
