model,split,logloss,brier,ece,n,weight_sum
baseline_pRN,test,0.49542462670217724,0.16221308919552785,0.033168397362245645,5816,0.8243504722143657
logit_base_C=1,test,0.5806085056022314,0.19596986108761097,0.1663591063624213,5816,0.8243504722143657
baseline_pRN,val,0.4932723424129367,0.16129134563814898,0.07439327750193521,5965,0.8493711654062074
logit_base_C=1,val,0.5608741145862597,0.1865123036810991,0.16401344754224575,5965,0.8493711654062074
