model,split,logloss,brier,ece,ece_q,n,weight_sum,delta_logloss_ci_lo,delta_logloss_ci_hi,delta_brier_ci_lo,delta_brier_ci_hi,delta_ece_ci_lo,delta_ece_ci_hi,delta_ece_q_ci_lo,delta_ece_q_ci_hi,bootstrap_n_groups,bootstrap_B,baseline_logloss,delta_model_minus_baseline
baseline_pRN,val_pool,0.4953221839837126,0.1613117378597848,0.05688069007461665,0.05618314671724313,3187,0.7431898622148785,,,,,,,,,,,,
baseline_pRN,test,0.4304988329489706,0.13356549269940535,0.10514134330592273,0.10284074192155403,1240,0.3512551172395538,,,,,,,,,,,,
logit+platt_C=0.5,val_pool,0.5051003145222258,0.16471920575484766,0.08523633861328898,0.08523633861328894,3187,0.7431898622148785,-0.01385546484559439,0.03331519818820487,-0.003263096087469082,0.00984171622014743,-0.017549582813396327,0.046648656481711105,-0.017495438665368776,0.0463203030549755,224.0,2000.0,,
logit+platt_C=0.5,test,0.3984217744629421,0.12458179963493544,0.05019274545583347,0.04478546554284949,1240,0.3512551172395538,-0.049657584927444307,-0.011802845446471649,-0.014897514398981444,-0.002427595995695668,-0.06329476088606896,-0.017338484202848035,-0.06320679518366212,-0.0214410774797292,103.0,2000.0,,
rolling_selection,avg_over_windows,0.49071644821394605,,,,4,,,,,,,,,,,,0.4911739794002227,-0.0004575311862766718
