model,split,logloss,brier,ece,ece_q,n,weight_sum,delta_logloss_ci_lo,delta_logloss_ci_hi,delta_brier_ci_lo,delta_brier_ci_hi,delta_ece_ci_lo,delta_ece_ci_hi,delta_ece_q_ci_lo,delta_ece_q_ci_hi,bootstrap_n_groups,bootstrap_B,baseline_logloss,delta_model_minus_baseline
baseline_pRN,val_pool,0.4953221839837126,0.1613117378597848,0.05688069007461665,0.05618314671724313,3187,0.7431898622148785,,,,,,,,,,,,
baseline_pRN,test,0.4304988329489706,0.13356549269940535,0.10514134330592273,0.10284074192155403,1240,0.3512551172395538,,,,,,,,,,,,
logit_C=0.1,val_pool,0.4865499875333901,0.15884990740993893,0.05454476763684805,0.054544767636848,3187,0.7431898622148785,-0.021875603084229256,0.004863785994846919,-0.006264961800649745,0.0013477608635593728,-0.03547199188468432,0.016265500586210988,-0.03769869931176272,0.014797942402691364,224.0,2000.0,,
logit_C=0.1,test,0.4024977915979843,0.12560043084876726,0.05681473499871277,0.05551536233713583,1240,0.3512551172395538,-0.04459317902475957,-0.010001894091209893,-0.013912329173312574,-0.0019164250764642698,-0.059546346807251405,-0.019925150484634765,-0.05268575818671507,-0.022023684901978962,103.0,2000.0,,
rolling_selection,avg_over_windows,0.4814562882320065,,,,4,,,,,,,,,,,,0.4911739794002227,-0.009717691168216247
