C,window,window_start,window_end,n_val,w_sum_val,logloss_baseline,logloss_model,delta_model_minus_baseline
0.5,roll_val_1,2025-10-10,2025-10-28,726,0.16337832134020575,0.48008947795333723,0.4753350310576509,-0.004754446895686326
0.5,roll_val_2,2025-10-29,2025-11-13,916,0.24781750600271008,0.5285354347456531,0.5418564491350596,0.013321014389406471
0.5,roll_val_3,2025-11-14,2025-12-03,817,0.16056103379087755,0.4783165810878931,0.4571795041057707,-0.021137076982122416
0.5,roll_val_4,2025-12-04,2025-12-19,728,0.1714330010810852,0.4777544238140075,0.4682720961738913,-0.009482327640116195
