C,window,window_start,window_end,n_val,w_sum_val,logloss_baseline,logloss_model,delta_model_minus_baseline
0.1,roll_val_1,2025-10-10,2025-10-28,726,0.16337832134020575,0.48008947795333723,0.47775869985904906,-0.002330778094288166
0.1,roll_val_2,2025-10-29,2025-11-13,916,0.24781750600271008,0.5285354347456531,0.530885713188685,0.002350278443031928
0.1,roll_val_3,2025-11-14,2025-12-03,817,0.16056103379087755,0.4783165810878931,0.46111556194720943,-0.01720101914068367
0.1,roll_val_4,2025-12-04,2025-12-19,728,0.1714330010810852,0.4777544238140075,0.5029568703705293,0.025202446556521763
