timestamp_utc,market_id,open,high,low,close,volume,trade_count,schema_version
2026-01-21T00:00:00Z,1201193,0.8,0.8,0.8,0.8,,,pm_bars_history_v1.0
2026-01-21T01:00:00Z,1201193,0.765,0.765,0.765,0.765,,,pm_bars_history_v1.0
2026-01-21T02:00:00Z,1201193,0.765,0.765,0.765,0.765,,,pm_bars_history_v1.0
2026-01-21T03:00:00Z,1201193,0.79,0.79,0.79,0.79,,,pm_bars_history_v1.0
2026-01-21T04:00:00Z,1201193,0.78,0.78,0.78,0.78,,,pm_bars_history_v1.0
2026-01-21T05:00:00Z,1201193,0.805,0.805,0.805,0.805,,,pm_bars_history_v1.0
2026-01-21T06:00:00Z,1201193,0.74,0.74,0.74,0.74,,,pm_bars_history_v1.0
2026-01-21T07:00:00Z,1201193,0.79,0.79,0.79,0.79,,,pm_bars_history_v1.0
2026-01-21T08:00:00Z,1201193,0.74,0.74,0.74,0.74,,,pm_bars_history_v1.0
2026-01-21T09:00:00Z,1201193,0.815,0.815,0.815,0.815,,,pm_bars_history_v1.0
2026-01-21T10:00:00Z,1201193,0.81,0.81,0.81,0.81,,,pm_bars_history_v1.0
2026-01-21T11:00:00Z,1201193,0.785,0.785,0.785,0.785,,,pm_bars_history_v1.0
2026-01-21T12:00:00Z,1201193,0.8,0.8,0.8,0.8,,,pm_bars_history_v1.0
2026-01-21T13:00:00Z,1201193,0.8,0.8,0.8,0.8,,,pm_bars_history_v1.0
2026-01-21T14:00:00Z,1201193,0.815,0.815,0.815,0.815,,,pm_bars_history_v1.0
2026-01-21T15:00:00Z,1201193,0.9,0.9,0.9,0.9,,,pm_bars_history_v1.0
2026-01-21T16:00:00Z,1201193,0.94,0.94,0.94,0.94,,,pm_bars_history_v1.0
2026-01-21T17:00:00Z,1201193,0.9,0.9,0.9,0.9,,,pm_bars_history_v1.0
2026-01-21T18:00:00Z,1201193,0.89,0.89,0.89,0.89,,,pm_bars_history_v1.0
2026-01-21T19:00:00Z,1201193,0.89,0.89,0.89,0.89,,,pm_bars_history_v1.0
2026-01-21T20:00:00Z,1201193,0.945,0.945,0.945,0.945,,,pm_bars_history_v1.0
2026-01-21T21:00:00Z,1201193,0.9495,0.9495,0.9495,0.9495,,,pm_bars_history_v1.0
2026-01-21T22:00:00Z,1201193,0.9455,0.9455,0.9455,0.9455,,,pm_bars_history_v1.0
2026-01-21T23:00:00Z,1201193,0.9605,0.9605,0.9605,0.9605,,,pm_bars_history_v1.0
2026-01-21T00:00:00Z,1201193,0.8,0.8,0.8,0.8,,,pm_bars_history_v1.0
2026-01-21T01:00:00Z,1201193,0.765,0.765,0.765,0.765,,,pm_bars_history_v1.0
2026-01-21T02:00:00Z,1201193,0.765,0.765,0.765,0.765,,,pm_bars_history_v1.0
2026-01-21T03:00:00Z,1201193,0.79,0.79,0.79,0.79,,,pm_bars_history_v1.0
2026-01-21T04:00:00Z,1201193,0.78,0.78,0.78,0.78,,,pm_bars_history_v1.0
2026-01-21T05:00:00Z,1201193,0.805,0.805,0.805,0.805,,,pm_bars_history_v1.0
2026-01-21T06:00:00Z,1201193,0.74,0.74,0.74,0.74,,,pm_bars_history_v1.0
2026-01-21T07:00:00Z,1201193,0.79,0.79,0.79,0.79,,,pm_bars_history_v1.0
2026-01-21T08:00:00Z,1201193,0.74,0.74,0.74,0.74,,,pm_bars_history_v1.0
2026-01-21T09:00:00Z,1201193,0.815,0.815,0.815,0.815,,,pm_bars_history_v1.0
2026-01-21T10:00:00Z,1201193,0.81,0.81,0.81,0.81,,,pm_bars_history_v1.0
2026-01-21T11:00:00Z,1201193,0.785,0.785,0.785,0.785,,,pm_bars_history_v1.0
2026-01-21T12:00:00Z,1201193,0.8,0.8,0.8,0.8,,,pm_bars_history_v1.0
2026-01-21T13:00:00Z,1201193,0.8,0.8,0.8,0.8,,,pm_bars_history_v1.0
2026-01-21T14:00:00Z,1201193,0.815,0.815,0.815,0.815,,,pm_bars_history_v1.0
2026-01-21T15:00:00Z,1201193,0.9,0.9,0.9,0.9,,,pm_bars_history_v1.0
2026-01-21T16:00:00Z,1201193,0.94,0.94,0.94,0.94,,,pm_bars_history_v1.0
