model,split,logloss,brier,ece,ece_q,n,weight_sum,delta_logloss_ci_lo,delta_logloss_ci_hi,delta_brier_ci_lo,delta_brier_ci_hi,delta_ece_ci_lo,delta_ece_ci_hi,delta_ece_q_ci_lo,delta_ece_q_ci_hi,bootstrap_n_groups,bootstrap_B,baseline_logloss,delta_model_minus_baseline
baseline_pRN,val_pool,0.4953221839837126,0.1613117378597848,0.05688069007461665,0.05618314671724313,3187,0.7431898622148785,,,,,,,,,,,,
baseline_pRN,test,0.4304988329489706,0.13356549269940535,0.10514134330592273,0.10284074192155403,1240,0.3512551172395538,,,,,,,,,,,,
logit_C=5,val_pool,0.49164893210579735,0.1603371372192585,0.05620866472870179,0.05620866472870182,3187,0.7431898622148785,-0.019220435296543756,0.013569017138588895,-0.005135358799836734,0.0036387192129021875,-0.0347971743087621,0.023095458921511276,-0.03925645981876096,0.019666709530008902,224.0,2000.0,,
logit_C=5,test,0.40890018839568265,0.12788144818635813,0.056411942115785436,0.0523608668016033,1240,0.3512551172395538,-0.038225929893063504,-0.0018973648011492467,-0.011208407361161738,0.0005969963812350779,-0.06002244255233694,-0.01701740273982419,-0.06987676739238191,-0.018919094234659532,103.0,2000.0,,
rolling_selection,avg_over_windows,0.4855773621208617,,,,4,,,,,,,,,,,,0.4911739794002227,-0.005596617279361005
