model,split,logloss,brier,ece,ece_q,n,weight_sum,delta_logloss_ci_lo,delta_logloss_ci_hi,delta_brier_ci_lo,delta_brier_ci_hi,delta_ece_ci_lo,delta_ece_ci_hi,delta_ece_q_ci_lo,delta_ece_q_ci_hi,bootstrap_n_groups,bootstrap_B,baseline_logloss,delta_model_minus_baseline
baseline_pRN,val_pool,0.4953221839837126,0.1613117378597848,0.05688069007461665,0.05618314671724313,3187,0.7431898622148785,,,,,,,,,,,,
baseline_pRN,test,0.4304988329489706,0.13356549269940535,0.10514134330592273,0.10284074192155403,1240,0.3512551172395538,,,,,,,,,,,,
logit_C=0.1,val_pool,0.4853438162884594,0.1584033716251009,0.05109506338037092,0.05109506338037096,3187,0.7431898622148785,-0.022832143248270584,0.003656334961782277,-0.006522607483927832,0.0009424509116697506,-0.036823546836030015,0.013610828092868623,-0.039618950623032057,0.011678048672298063,224.0,2000.0,,
logit_C=0.1,test,0.40182025986251846,0.12538356188119673,0.056836124367628846,0.054401104954277996,1240,0.3512551172395538,-0.044709402366698694,-0.010546206043306267,-0.013947814750898018,-0.002223031305964861,-0.062159052550842836,-0.016126298107019807,-0.054625240651213436,-0.021196450647102835,103.0,2000.0,,
rolling_selection,avg_over_windows,0.48097260950379184,,,,4,,,,,,,,,,,,0.4911739794002227,-0.01020136989643089
