model,split,logloss,brier,ece,ece_q,n,weight_sum,delta_logloss_ci_lo,delta_logloss_ci_hi,delta_brier_ci_lo,delta_brier_ci_hi,delta_ece_ci_lo,delta_ece_ci_hi,delta_ece_q_ci_lo,delta_ece_q_ci_hi,bootstrap_n_groups,bootstrap_B,baseline_logloss,delta_model_minus_baseline
baseline_pRN,val_pool,0.4953221839837126,0.1613117378597848,0.05688069007461665,0.05618314671724313,3187,0.7431898622148785,,,,,,,,,,,,
baseline_pRN,test,0.4304988329489706,0.13356549269940535,0.10514134330592273,0.10284074192155403,1240,0.3512551172395538,,,,,,,,,,,,
logit_C=5,val_pool,0.4889327262235386,0.15959368223451095,0.060495145593933264,0.06049514559393329,3187,0.7431898622148785,-0.019141368085211663,0.007120046852581712,-0.00542224942316407,0.001996944958549568,-0.03236380767161977,0.021129583425872924,-0.03284190879235216,0.020485385348864998,224.0,2000.0,,
logit_C=5,test,0.40368275038924145,0.1260225905086711,0.06889716281328406,0.05862706992103416,1240,0.3512551172395538,-0.04199850986927342,-0.010077586150887809,-0.01307541875281991,-0.0017865269042048777,-0.05444717758108076,-0.011321764742303914,-0.0497707481716468,-0.019824454811915842,103.0,2000.0,,
rolling_selection,avg_over_windows,0.48334185043221345,,,,4,,,,,,,,,,,,0.4911739794002227,-0.007832128968009278
