model,split,logloss,brier,ece,ece_q,n,weight_sum,delta_logloss_ci_lo,delta_logloss_ci_hi,delta_brier_ci_lo,delta_brier_ci_hi,delta_ece_ci_lo,delta_ece_ci_hi,delta_ece_q_ci_lo,delta_ece_q_ci_hi,bootstrap_n_groups,bootstrap_B,baseline_logloss,delta_model_minus_baseline
baseline_pRN,val_pool,0.4953221839837126,0.1613117378597848,0.05688069007461665,0.05618314671724313,3187,0.7431898622148785,,,,,,,,,,,,
baseline_pRN,test,0.4304988329489706,0.13356549269940535,0.10514134330592273,0.10284074192155403,1240,0.3512551172395538,,,,,,,,,,,,
logit_C=0.2,val_pool,0.4919733824607895,0.16052765468277091,0.05520609260443749,0.05520609260443748,3187,0.7431898622148785,-0.018640332213357272,0.013555892567035885,-0.004918180028671641,0.003665190384071661,-0.037588200643198,0.020765859885529148,-0.03978610021095549,0.01850452214519763,224.0,2000.0,,
logit_C=0.2,test,0.40891758835602854,0.12796507573763397,0.058268703427425524,0.053336983229181234,1240,0.3512551172395538,-0.03790269851362172,-0.0026649181220348987,-0.010959050288947954,0.0005470448067084509,-0.06028513701823984,-0.015436425943608277,-0.06930847386270417,-0.019582088299732698,103.0,2000.0,,
rolling_selection,avg_over_windows,0.4859557247572771,,,,4,,,,,,,,,,,,0.4911739794002227,-0.005218254642945619
