timestamp_utc,market_id,open,high,low,close,volume,trade_count,schema_version
2026-02-12T00:00:00Z,1349301,0.075,0.075,0.075,0.075,,,pm_bars_history_v1.0
2026-02-12T01:00:00Z,1349301,0.075,0.075,0.075,0.075,,,pm_bars_history_v1.0
2026-02-12T02:00:00Z,1349301,0.08,0.08,0.08,0.08,,,pm_bars_history_v1.0
2026-02-12T03:00:00Z,1349301,0.115,0.115,0.115,0.115,,,pm_bars_history_v1.0
2026-02-12T04:00:00Z,1349301,0.115,0.115,0.115,0.115,,,pm_bars_history_v1.0
2026-02-12T05:00:00Z,1349301,0.09,0.09,0.09,0.09,,,pm_bars_history_v1.0
2026-02-12T06:00:00Z,1349301,0.075,0.075,0.075,0.075,,,pm_bars_history_v1.0
2026-02-12T07:00:00Z,1349301,0.075,0.075,0.075,0.075,,,pm_bars_history_v1.0
2026-02-12T08:00:00Z,1349301,0.075,0.075,0.075,0.075,,,pm_bars_history_v1.0
2026-02-12T09:00:00Z,1349301,0.075,0.075,0.075,0.075,,,pm_bars_history_v1.0
2026-02-12T10:00:00Z,1349301,0.085,0.085,0.085,0.085,,,pm_bars_history_v1.0
2026-02-12T11:00:00Z,1349301,0.08,0.08,0.08,0.08,,,pm_bars_history_v1.0
2026-02-12T12:00:00Z,1349301,0.08,0.08,0.08,0.08,,,pm_bars_history_v1.0
2026-02-12T13:00:00Z,1349301,0.08,0.08,0.08,0.08,,,pm_bars_history_v1.0
2026-02-12T14:00:00Z,1349301,0.07,0.07,0.07,0.07,,,pm_bars_history_v1.0
2026-02-12T15:00:00Z,1349301,0.0375,0.0375,0.0375,0.0375,,,pm_bars_history_v1.0
2026-02-12T16:00:00Z,1349301,0.042,0.042,0.042,0.042,,,pm_bars_history_v1.0
2026-02-12T17:00:00Z,1349301,0.042,0.042,0.042,0.042,,,pm_bars_history_v1.0
2026-02-12T18:00:00Z,1349301,0.0625,0.0625,0.0625,0.0625,,,pm_bars_history_v1.0
2026-02-12T19:00:00Z,1349301,0.057,0.057,0.057,0.057,,,pm_bars_history_v1.0
2026-02-12T20:00:00Z,1349301,0.0535,0.0535,0.0535,0.0535,,,pm_bars_history_v1.0
2026-02-12T21:00:00Z,1349301,0.0535,0.0535,0.0535,0.0535,,,pm_bars_history_v1.0
2026-02-12T22:00:00Z,1349301,0.1505,0.1505,0.1505,0.1505,,,pm_bars_history_v1.0
2026-02-12T23:00:00Z,1349301,0.1505,0.1505,0.1505,0.1505,,,pm_bars_history_v1.0
