Datetime,Close,High,Low,Open,Volume
2026-02-11 14:30:00+00:00,311.6600036621094,321.05999755859375,311.5,319.04998779296875,6649911
2026-02-11 15:30:00+00:00,310.8800048828125,313.6499938964844,310.6099853515625,311.6700134277344,4512520
2026-02-11 16:30:00+00:00,312.6300048828125,312.7099914550781,310.6300048828125,310.8500061035156,3544379
2026-02-11 17:30:00+00:00,311.9800109863281,312.80999755859375,310.3800048828125,312.635009765625,3232741
2026-02-11 18:30:00+00:00,312.3492126464844,312.54998779296875,310.70001220703125,311.9800109863281,2702250
2026-02-11 19:30:00+00:00,310.2799987792969,312.6199035644531,310.0710144042969,312.3299865722656,4368286
2026-02-11 20:30:00+00:00,310.79998779296875,311.17999267578125,309.6600036621094,310.260009765625,4459542
2026-02-12 14:30:00+00:00,312.8599853515625,313.1400146484375,309.92999267578125,312.04998779296875,6282112
2026-02-12 15:30:00+00:00,310.8800048828125,313.2799987792969,309.4320068359375,312.8599853515625,4438516
2026-02-12 16:30:00+00:00,313.79998779296875,316.239990234375,310.7900085449219,310.9100036621094,6420370
2026-02-12 17:30:00+00:00,312.4700012207031,314.6369934082031,311.69000244140625,313.7900085449219,3136859
2026-02-12 18:30:00+00:00,310.1099853515625,313.3900146484375,310.0,312.4649963378906,2594398
2026-02-12 19:30:00+00:00,308.1300048828125,311.07000732421875,308.0199890136719,310.0899963378906,3348283
2026-02-12 20:30:00+00:00,309.0799865722656,309.2300109863281,307.3900146484375,308.1400146484375,3378189
2026-02-13 14:30:00+00:00,307.1300048828125,308.6300048828125,303.7099914550781,307.7250061035156,8432701
2026-02-13 15:30:00+00:00,305.54998779296875,307.5899963378906,304.44000244140625,307.1099853515625,3649476
2026-02-13 16:30:00+00:00,306.8699951171875,307.20001220703125,305.05999755859375,305.5400085449219,2063503
2026-02-13 17:30:00+00:00,307.6199951171875,307.8999938964844,305.92999267578125,306.8900146484375,1566912
2026-02-13 18:30:00+00:00,307.55999755859375,307.8800048828125,306.818603515625,307.5799865722656,1591851
2026-02-13 19:30:00+00:00,304.56500244140625,307.80999755859375,304.5,307.63751220703125,2279877
2026-02-13 20:30:00+00:00,305.7200012207031,306.0199890136719,304.5299987792969,304.54998779296875,3554223
2026-02-17 14:30:00+00:00,297.6600036621094,304.43499755859375,297.1199951171875,300.4200134277344,9393573
2026-02-17 15:30:00+00:00,300.9200134277344,302.8699951171875,296.25,297.6600036621094,4725015
2026-02-17 16:30:00+00:00,301.64208984375,302.1400146484375,300.3800048828125,300.8999938964844,2413631
2026-02-17 17:30:00+00:00,302.06988525390625,302.3500061035156,299.7099914550781,301.6400146484375,1952562
2026-02-17 18:30:00+00:00,302.45001220703125,303.0799865722656,301.7601013183594,302.07000732421875,1570644
2026-02-17 19:30:00+00:00,301.5400085449219,303.42999267578125,301.4200134277344,302.4700012207031,1599691
2026-02-17 20:30:00+00:00,302.010009765625,302.5,301.20001220703125,301.5299987792969,12001076
2026-02-18 14:30:00+00:00,302.7200012207031,304.9599914550781,301.3489074707031,302.1400146484375,4799881
2026-02-18 15:30:00+00:00,303.8800048828125,304.2298889160156,302.07000732421875,302.70001220703125,2580823
2026-02-18 16:30:00+00:00,303.8399963378906,304.6700134277344,303.3900146484375,303.889404296875,1655215
2026-02-18 17:30:00+00:00,303.9930114746094,305.3699951171875,303.6300048828125,303.8399963378906,1406850
2026-02-18 18:30:00+00:00,302.9901123046875,304.37298583984375,302.9200134277344,304.010009765625,1614735
2026-02-18 19:30:00+00:00,301.572998046875,303.2300109863281,301.25,303.0199890136719,2076322
2026-02-18 20:30:00+00:00,303.2900085449219,304.25,301.5299987792969,301.57000732421875,2434680
2026-02-19 14:30:00+00:00,302.7699890136719,304.25,300.0400085449219,301.82000732421875,3308583
2026-02-19 15:30:00+00:00,304.68499755859375,305.4700012207031,301.8900146484375,302.7250061035156,2621323
2026-02-19 16:30:00+00:00,303.9599914550781,305.25,302.6499938964844,304.70001220703125,1701282
2026-02-19 17:30:00+00:00,304.29620361328125,305.010009765625,303.4601135253906,303.9100036621094,1763714
2026-02-19 18:30:00+00:00,304.20001220703125,304.8299865722656,303.6000061035156,304.19500732421875,1295546
2026-02-19 19:30:00+00:00,302.80999755859375,304.5,302.5,304.17999267578125,1249405
2026-02-19 20:30:00+00:00,302.8599853515625,303.2850036621094,302.2099914550781,302.79998779296875,1867722
2026-02-20 14:30:00+00:00,310.3330078125,311.510009765625,303.8999938964844,304.1000061035156,7128227
2026-02-20 15:30:00+00:00,314.510009765625,315.4599914550781,310.3299865722656,310.3500061035156,6038306
2026-02-20 16:30:00+00:00,314.01409912109375,316.5,312.87200927734375,314.489990234375,3635313
2026-02-20 17:30:00+00:00,314.3800048828125,315.8999938964844,313.7900085449219,314.04998779296875,12907460
2026-02-20 18:30:00+00:00,314.7102966308594,315.67999267578125,313.82000732421875,314.3699951171875,13455454
2026-02-20 19:30:00+00:00,315.1600036621094,316.3900146484375,314.70001220703125,314.7200012207031,3011315
2026-02-20 20:30:00+00:00,315.0,315.7149963378906,314.6300048828125,315.1600036621094,3997341
