Date,Close,High,Low,Open,Volume
2024-07-18,473.52020263671875,476.8935891072248,462.2655798205512,472.6743582378188,19267200
2024-07-19,474.4555358886719,484.3269482993647,473.3808068088941,473.7290992026768,15149400
2024-07-22,485.01361083984375,489.6507984290717,481.5307473618028,484.19761839377304,12023100
2024-07-23,486.2972412109375,492.79526731259404,485.33198938412994,487.44160441967085,9455500
2024-07-24,459.0115051269531,473.96791357765954,458.32488109609346,469.9974592525505,17649700
2024-07-25,451.1900634765625,461.28040124304727,440.4827357820931,460.9918429767821,18240500
2024-07-26,463.41986083984375,467.4699103049838,457.1706100687651,461.9272051107502,14222400
2024-07-29,463.4297790527344,471.63938534707097,462.74315500593724,467.57937523258846,11339600
2024-07-30,460.9221496582031,470.41544878621977,454.4639354603108,464.7134928556887,11390400
2024-07-31,472.5050964355469,474.1669330466182,464.4646715624534,468.7137536081104,24285800
2024-08-01,495.3029479980469,524.5888450886373,489.69057844469546,518.4490717442071,43083100
2024-08-02,485.7499694824219,498.6962488962436,473.8186546145976,486.6057441489951,24044700
2024-08-05,473.4007263183594,481.11278051767437,448.59276631095713,449.14009160406073,21396200
2024-08-06,491.6708068847656,500.0993368395598,476.30640259620463,476.65469498140897,20955000
2024-08-07,486.526123046875,507.65215553919904,484.4761814495962,500.6665383730933,20105300
2024-08-08,507.1347961425781,507.46316706158274,492.2977936207041,495.0641811973923,16156800
2024-08-09,515.2349243164062,515.8021407821636,503.22401392066257,505.2241519485124,13696600
2024-08-12,513.423828125,515.4837003209536,506.60736088372124,514.3293458773064,9767400
2024-08-13,525.9520874023438,528.8976162175638,515.6130061254378,517.46388442956,13743800
2024-08-14,524.1808471679688,531.3853884091141,520.5686157923502,525.4744698614029,11444200
2024-08-15,534.6990356445312,537.1270908636612,524.1210794928909,529.1861228164051,13482100
2024-08-16,524.8377075195312,531.0471464404519,522.0912109038183,529.2958145095787,14776700
2024-08-19,526.6885986328125,529.0568899352673,520.2005020489785,524.2903643248923,9879700
2024-08-20,524.1510620117188,528.4897612100921,523.3052479844695,525.7631254837314,7944400
2024-08-21,532.5396728515625,536.7589635856626,524.3499887826099,524.5689431809233,13423300
2024-08-22,529.3255004882812,541.565263773224,526.0018881637394,534.3706835035715,15708300
2024-08-23,525.414794921875,537.2266719109294,522.4891873843347,534.2911036177962,11323900
2024-08-26,518.5685424804688,525.4148622106036,512.4287683884583,525.0167963537939,9584000
2024-08-27,516.558349609375,521.444343197647,512.7869281357935,516.4389420142859,6282700
2024-08-28,514.249755859375,518.5386506823367,509.9409395253756,515.1353520558432,9106100
2024-08-29,515.6826171875,524.6186898342248,513.1550756206202,516.5085702757614,8317400
2024-08-30,518.7575073242188,520.9765691392004,512.677438295027,518.7972896071401,9157500
2024-09-03,509.2543640136719,522.9171206537142,506.12972329874776,517.095787334066,12459100
2024-09-04,510.2295227050781,514.0607088520369,501.60198959597125,503.59219723501985,8335200
2024-09-05,514.3292846679688,519.0759487605494,508.6472510345216,509.2144674328302,8640900
2024-09-06,497.8205871582031,522.0115894499307,495.8104883337226,519.324796934376,14744500
2024-09-09,502.3184814453125,508.826438765725,499.6217281440494,503.6817688622659,11047800
2024-09-10,502.3184814453125,511.66249081468396,497.5817773967797,505.67197656424986,9899000
2024-09-11,509.323974609375,510.6076670397068,493.1734590533484,504.52759727884006,10782500
2024-09-12,523.0265502929688,524.1311617071216,512.6973676482601,514.5184246686891,11970500
2024-09-13,522.0513916015625,524.9969209454283,514.5781517601987,517.7923785867389,10321400
2024-09-16,531.1751708984375,531.9918808562331,515.3578444581102,522.4696166460582,9527600
2024-09-17,534.2032470703125,539.9604028191319,528.4759413037808,535.4781635235854,11690800
2024-09-18,535.8268432617188,542.0521759030291,531.7928398690025,534.9503115622812,10323500
2024-09-19,556.8932495117188,559.8515587553402,544.3629456091518,547.8291908534814,15647000
2024-09-20,559.1343994140625,562.2719910868118,554.1043432735547,557.7897520081747,22066800
2024-09-23,562.1823120117188,571.7145476196829,560.1902057812791,567.2522491176607,12830700
2024-09-24,561.1066284179688,565.5091662433006,552.0026881920077,564.4433820957124,12993000
2024-09-25,566.0669555664062,574.6031382414297,561.495044920447,561.8237594778809,16543400
2024-09-26,565.598876953125,575.1211431321373,560.1304938071579,573.4576905129869,14400800
2024-09-27,565.1207275390625,568.587034006437,562.2820002439122,567.8499035731115,9398400
2024-09-30,570.1806640625,572.4118133775064,562.5708034533277,565.4593818880203,12792300
2024-10-01,574.1947021484375,580.7387783195545,567.8498487564399,575.6987520585425,15259300
2024-10-02,570.5491333007812,573.7265448961253,567.0928584702349,572.5910298520646,6524700
2024-10-03,580.4699096679688,581.0575469776221,566.485284630292,567.8997238653835,11581000
2024-10-04,593.587890625,594.4942722022978,579.1351503249019,581.4260603106362,14169500
2024-10-07,582.4719848632812,600.5702534093805,581.7348544719052,595.8588807132597,12014200
2024-10-08,590.5499877929688,591.2173264049184,583.6572559768421,587.3626054402398,7857400
2024-10-09,588.1793823242188,592.0440735871042,579.3144845647184,591.6456279911163,9529700
2024-10-10,581.5256958007812,587.900399135785,580.2208686773732,585.2509246510792,7740400
2024-10-11,587.62158203125,588.8766187572965,580.4101667801536,582.5217946450296,8587100
2024-10-14,588.0897216796875,597.7315094974075,587.6315761095043,591.8747117346282,8252000
2024-10-15,583.9561157226562,588.2789524674469,577.8503048821323,587.8307163787997,9564200
2024-10-16,574.5134887695312,579.7826489722071,571.7644330744417,579.1053401086986,11268400
2024-10-17,574.6530151367188,582.6612616721741,572.9298624056845,581.0277804863796,8701200
2024-10-18,574.1947021484375,581.6651004084903,572.9795465460454,578.8064328711839,7694300
2024-10-21,572.889892578125,574.9617001148115,566.8637832891501,573.7565147335716,8171900
2024-10-22,579.7129516601562,581.226972027945,569.8619705986506,572.0233890911012,8544500
2024-10-23,561.4652099609375,582.6911004356343,560.279904265033,577.680923843806,14248400
2024-10-24,565.5390625,566.6346966004356,559.3037603206038,564.8916036624881,7184700
2024-10-25,570.9874267578125,578.9956716161158,569.463436367779,571.6647355552979,11337900
2024-10-28,575.8781127929688,581.4460771376479,571.8540796011549,579.7029839727812,10925100
2024-10-29,590.9384155273438,591.3268300347977,573.128981140023,577.860233390468,13019100
2024-10-30,589.4642944335938,598.8272191939645,587.0538626186211,598.6080558684588,26864900
2024-10-31,565.33984375,587.571756560939,560.7878737214265,582.6910719821886,26838400
2024-11-01,564.9214477539062,571.405763142559,560.339627825337,565.3696838064145,15303200
2024-11-04,558.4671020507812,566.4454979265795,555.6881355028934,561.8735869795249,12064600
2024-11-05,570.170654296875,571.2164978665354,564.433378859103,565.0608971597502,9775400
2024-11-06,569.7921142578125,570.7383767795608,552.9787345250944,560.5288333903976,18305400
2024-11-07,589.3646850585938,592.4524256318628,572.9397776720764,574.6131397370345,14653700
2024-11-08,587.013916015625,590.759024319344,582.2129331438006,589.2051840334042,9415700
2024-11-11,580.8683471679688,584.6832480747347,574.2346593822191,584.04575941466,10209100
2024-11-12,582.5118408203125,597.2932362914636,578.0893621721831,586.2171295500698,16287700
2024-11-13,577.7108154296875,583.3285696737983,572.899861789148,580.3104995084991,10757600
2024-11-14,574.8820190429688,578.4678469202681,570.7484348770021,574.7226772857438,11053700
2024-11-15,551.8931274414062,570.3101398260193,549.323293380173,568.9654316430945,17712900
2024-11-18,552.2119140625,557.690206619492,547.9189272359731,554.8414482862169,14327300
2024-11-19,558.8754272460938,559.2140512350836,548.4267797840299,549.681816342146,9522400
2024-11-20,563.2879028320312,564.1145830366952,552.0125757605198,560.7080988546143,9797300
2024-11-21,560.8676147460938,567.7503155056431,546.8829891189956,567.27222943096,11154700
2024-11-22,556.9331665039062,561.6046581556811,552.4011368821567,561.3257340956305,9164000
2024-11-25,562.8795776367188,570.3300964942197,554.1940234019514,559.8814479460827,13599800
2024-11-26,571.2762451171875,575.2206370859942,562.9691967147016,563.7660269968359,10356600
2024-11-27,566.9534912109375,572.7106470696727,561.8735834357757,572.6210363268373,7200200
2024-11-29,572.05322265625,576.1768970734391,564.6625256899628,566.7542128784901,7130500
2024-12-02,590.4901733398438,592.1535649861262,573.2982871928123,575.2206623708795,12522400
2024-12-03,611.2279663085938,611.7757833163611,588.9163541140966,592.6515529773995,14907200
2024-12-04,611.3574829101562,615.3416951929215,602.7116887576115,610.5407120968788,14697000
2024-12-05,606.5266723632812,617.4534076628545,604.654087469592,614.6445303223205,8081200
2024-12-06,621.3081665039062,627.3043658378344,606.1283244249738,607.6920745569537,16935500
2024-12-09,611.1483154296875,623.9276938833166,603.7774980807178,621.4574408246348,11426000
2024-12-10,616.8756103515625,623.1208827140154,610.3215639612993,615.1225471765403,10938900
2024-12-11,630.1828002929688,635.8802550257312,619.0768458979735,620.9095493602466,10837200
2024-12-12,628.30029296875,634.1471196152161,624.7344667566571,629.0075125330641,7474700
2024-12-13,617.901611328125,628.5893040754634,614.4553059802537,624.7444923143248,8453300
2024-12-16,622.2777709960938,629.1660843597223,616.6355892593001,627.9997182991576,10885600
2024-12-17,617.4928588867188,630.3822075101276,614.6019503899752,624.2016843799404,12897800
2024-12-18,595.312744140625,625.3878881375024,594.4454838407464,619.0478953096681,17075500
2024-12-19,593.6978759765625,609.5977504710141,593.1296604292414,608.4712976770209,14958100
2024-12-20,583.4103393554688,601.2141840625833,578.1768420780382,588.723602198965,48989400
2024-12-23,597.9644165039062,599.2005698155671,584.4071908696653,587.746636194458,10205800
2024-12-24,605.839599609375,606.0788354588261,597.3962533987877,600.8253816986515,4726100
2024-12-26,601.4534301757812,604.3941694362019,597.0573191588121,603.5767396891605,6081400
2024-12-27,597.9244995117188,599.958064884052,587.9459561336816,597.5257325712804,8084200
2024-12-30,589.3814697265625,595.0635643540043,583.7392883016993,586.8993065979166,7025900
2024-12-31,583.6695556640625,592.102924110321,582.0147395278991,590.4083164544484,6019500
2025-01-02,597.3563232421875,603.0084829766075,585.9722382113614,587.8662291946306,12682300
2025-01-03,602.7293701171875,607.5840565630332,594.5351777814667,602.8589663338769,11436800
2025-01-06,628.2190551757812,629.0065500033512,603.7163023778119,609.9068039022728,14560800
2025-01-07,615.9478149414062,630.1131100301055,606.3181449286561,629.7144038470415,12071500
2025-01-08,608.8002319335938,614.5022833089956,600.895166417742,611.4718611566152,10085800
2025-01-10,613.924072265625,627.9298948978874,595.462329972656,608.112442272843,19256600
2025-01-13,606.4177856445312,607.0557276203978,596.5688376806378,605.1916106669787,10785000
2025-01-14,592.3819580078125,603.5866150091213,586.6998639533412,603.1679523273406,13598000
2025-01-15,615.1801147460938,620.5033555415417,604.5935029582943,608.2918626953108,15524300
2025-01-16,609.3783569335938,614.3128087015587,607.7933891951506,609.5777403991937,8355300
2025-01-17,610.8438110351562,623.0054123386464,601.7723798733631,622.0883213436317,17280600
2025-01-21,614.522216796875,619.5463519549992,607.0956232572347,615.8879054164239,11674000
2025-01-22,621.5401000976562,631.7080497498704,617.482886369199,621.3407166057895,12274000
2025-01-23,634.4494018554688,634.5988938410488,619.1975078850631,625.3879484959136,9910200
2025-01-24,645.4547119140625,649.9505452055507,632.2065087474339,634.3996055778308,19065300
2025-01-27,657.8057250976562,661.7831731182577,623.1350240288891,624.6402872001196,28399200
2025-01-28,672.2103881835938,680.4344558685057,657.3970515429507,663.9065549274304,20950100
2025-01-29,674.3634643554688,678.9091276992832,663.577469397903,672.878157860452,21377800
2025-01-30,684.8404541015625,708.5556496697027,673.9746933017885,694.6295927845299,29322900
2025-01-31,687.0136108398438,703.082934049854,683.4249514874042,688.8278971175284,19303900
2025-02-03,695.267578125,701.786997935187,673.1273726643963,673.7852712039112,21415700
2025-02-04,701.9764404296875,705.4853950757674,689.435967564897,700.291750368734,13826300
2025-02-05,702.654296875,715.8826032404849,696.8127318836921,701.338438880343,17778200
2025-02-06,709.7518310546875,716.6401433609732,701.2885293269477,703.6610526020842,13080700
2025-02-07,712.27392578125,722.7309407303161,709.5126138066624,714.5467269625192,16427100
2025-02-10,715.1449584960938,718.9330014567946,709.0940315540507,716.3012853961102,12904300
2025-02-11,717.537353515625,721.3852053088176,707.8080235680292,711.077742352479,12998000
2025-02-12,723.099853515625,724.8144176821432,710.3599968194253,713.0515218383842,12016500
2025-02-13,726.2698974609375,726.7085168321266,715.7829457591546,719.2520483652149,12569100
