Datetime,Close,High,Low,Open,Volume
2026-02-11 14:30:00+00:00,188.9199981689453,193.25999450683594,188.77000427246094,192.4199981689453,32129202
2026-02-11 15:30:00+00:00,191.289794921875,192.18499755859375,188.8699951171875,188.9250030517578,18144329
2026-02-11 16:30:00+00:00,191.98500061035156,192.10499572753906,190.3699951171875,191.27999877929688,11344285
2026-02-11 17:30:00+00:00,191.43099975585938,192.27999877929688,191.10000610351562,191.97999572753906,8748863
2026-02-11 18:30:00+00:00,192.0449981689453,192.2100067138672,190.97000122070312,191.44000244140625,7656291
2026-02-11 19:30:00+00:00,191.05999755859375,192.15499877929688,190.9550018310547,192.0399932861328,7857075
2026-02-11 20:30:00+00:00,190.02999877929688,191.36000061035156,189.9600067138672,191.0500030517578,7713715
2026-02-12 14:30:00+00:00,191.69000244140625,193.60000610351562,190.52000427246094,193.02999877929688,27666471
2026-02-12 15:30:00+00:00,187.30499267578125,191.8199005126953,187.24000549316406,191.70069885253906,20283149
2026-02-12 16:30:00+00:00,189.5749969482422,189.97999572753906,187.22999572753906,187.32000732421875,14914347
2026-02-12 17:30:00+00:00,189.25,190.52999877929688,188.5399932861328,189.55999755859375,12965171
2026-02-12 18:30:00+00:00,189.0500030517578,190.0,188.9199981689453,189.25,9508266
2026-02-12 19:30:00+00:00,187.60000610351562,189.47999572753906,187.50999450683594,189.07000732421875,10523188
2026-02-12 20:30:00+00:00,186.91000366210938,187.97999572753906,186.50999450683594,187.58999633789062,11600879
2026-02-13 14:30:00+00:00,184.0800018310547,187.47000122070312,182.17999267578125,187.46499633789062,36099600
2026-02-13 15:30:00+00:00,183.59500122070312,185.17999267578125,182.30130004882812,184.05999755859375,16832869
2026-02-13 16:30:00+00:00,184.5500030517578,184.7100067138672,183.0850067138672,183.58999633789062,9913912
2026-02-13 17:30:00+00:00,184.22000122070312,184.97999572753906,183.4600067138672,184.55999755859375,8906348
2026-02-13 18:30:00+00:00,183.69000244140625,184.86000061035156,183.55999755859375,184.24000549316406,6974694
2026-02-13 19:30:00+00:00,182.30589294433594,184.27999877929688,182.0500030517578,183.72000122070312,11523863
2026-02-13 20:30:00+00:00,182.78500366210938,183.1199951171875,181.58999633789062,182.2949981689453,11695004
2026-02-17 14:30:00+00:00,180.41000366210938,183.4199981689453,179.17999267578125,181.72000122070312,27099755
2026-02-17 15:30:00+00:00,183.5800018310547,184.3699951171875,179.27000427246094,180.39999389648438,18859264
2026-02-17 16:30:00+00:00,184.7050018310547,184.75,183.19000244140625,183.57000732421875,12755043
2026-02-17 17:30:00+00:00,185.35000610351562,185.5,183.6199951171875,184.7449951171875,12008333
2026-02-17 18:30:00+00:00,186.41700744628906,186.4499053955078,185.0,185.36000061035156,10075969
2026-02-17 19:30:00+00:00,185.4250030517578,187.14999389648438,185.3300018310547,186.42999267578125,11583987
2026-02-17 20:30:00+00:00,184.97999572753906,185.5,184.36000061035156,185.3800048828125,9243775
2026-02-18 14:30:00+00:00,189.77569580078125,190.2299041748047,187.35000610351562,188.75,45553682
2026-02-18 15:30:00+00:00,189.77499389648438,190.3699951171875,189.25,189.77000427246094,0
2026-02-18 16:30:00+00:00,189.139892578125,189.9550018310547,188.66000366210938,189.77000427246094,11122908
2026-02-18 17:30:00+00:00,188.94000244140625,189.69500732421875,188.89500427246094,189.139892578125,6705103
2026-02-18 18:30:00+00:00,188.56419372558594,189.12989807128906,188.1999969482422,188.94000244140625,9756650
2026-02-18 19:30:00+00:00,186.97000122070312,188.6699981689453,186.75999450683594,188.55499267578125,13920476
2026-02-18 20:30:00+00:00,187.88999938964844,188.5,186.91000366210938,186.9600067138672,55898935
2026-02-19 14:30:00+00:00,187.6190948486328,188.2899932861328,185.66000366210938,187.02999877929688,20569888
2026-02-19 15:30:00+00:00,187.30999755859375,188.42999267578125,186.9199981689453,187.61000061035156,12628047
2026-02-19 16:30:00+00:00,186.6300048828125,187.7899932861328,186.39999389648438,187.3300018310547,9760430
2026-02-19 17:30:00+00:00,186.19940185546875,186.6750030517578,185.7899932861328,186.6199951171875,8553635
2026-02-19 18:30:00+00:00,186.52999877929688,187.05999755859375,186.15939331054688,186.17999267578125,7010595
2026-02-19 19:30:00+00:00,186.79510498046875,187.06500244140625,186.3625946044922,186.52149963378906,7527474
2026-02-19 20:30:00+00:00,187.88999938964844,187.93899536132812,186.72000122070312,186.7899932861328,6612222
2026-02-20 14:30:00+00:00,187.81500244140625,189.33999633789062,185.93780517578125,186.52000427246094,27799788
2026-02-20 15:30:00+00:00,188.7949981689453,190.3300018310547,187.51499938964844,187.83999633789062,19072274
2026-02-20 16:30:00+00:00,187.94000244140625,190.1999969482422,187.6300048828125,188.7949981689453,46063358
2026-02-20 17:30:00+00:00,188.67999267578125,188.97999572753906,187.86000061035156,187.93499755859375,11926040
2026-02-20 18:30:00+00:00,189.36500549316406,190.08999633789062,188.3300018310547,188.6999969482422,11532581
2026-02-20 19:30:00+00:00,189.4199981689453,189.88999938964844,188.94000244140625,189.36000061035156,8798931
2026-02-20 20:30:00+00:00,189.8300018310547,190.0,189.3699951171875,189.42999267578125,7619446
