trial_id,trial_dir,C,features,decay,ticker_intercepts,calibration,objective_score,status
037__C=auto__feat=v:rv20+m:log_m_fwd+abs_log_m_fwd+x:x_abs_m__ti=all__tx=0__decay=0__cal=none__foundation=off__0936e287,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/037__C=auto__feat=v:rv20+m:log_m_fwd+abs_log_m_fwd+x:x_abs_m__ti=all__tx=0__decay=0__cal=none__foundation=off__0936e287,,"x_logit_prn,rv20,log_m_fwd,abs_log_m_fwd,x_abs_m",0,all,none,0.48855933667529056,success
133__C=auto__feat=m:log_m_fwd+abs_log_m_fwd+x:x_m__ti=all__tx=0__decay=0__cal=none__foundation=off__0757b905,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/133__C=auto__feat=m:log_m_fwd+abs_log_m_fwd+x:x_m__ti=all__tx=0__decay=0__cal=none__foundation=off__0757b905,,"x_logit_prn,log_m_fwd,abs_log_m_fwd,x_m",0,all,none,0.4945678672060833,success
218__C=auto__feat=v:rv20+m:log_m_fwd+abs_log_m_fwd__ti=all__tx=0__decay=0__cal=none__foundation=on__fweight=1__f8ba3f0b,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/218__C=auto__feat=v:rv20+m:log_m_fwd+abs_log_m_fwd__ti=all__tx=0__decay=0__cal=none__foundation=on__fweight=1__f8ba3f0b,,"x_logit_prn,rv20,log_m_fwd,abs_log_m_fwd",0,all,none,0.4887218375320147,success
076__C=auto__feat=v:rv20+m:log_m_fwd+abs_log_m_fwd+x:x_m+x_abs_m__ti=all__tx=0__decay=0__cal=platt__foundation=on__fweight=1__224ea92b,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/076__C=auto__feat=v:rv20+m:log_m_fwd+abs_log_m_fwd+x:x_m+x_abs_m__ti=all__tx=0__decay=0__cal=platt__foundation=on__fweight=1__224ea92b,,"x_logit_prn,rv20,log_m_fwd,abs_log_m_fwd,x_m,x_abs_m",0,all,platt,0.4904144061943379,success
006__C=auto__feat=v:rv20+m:abs_log_m_fwd+x:x_abs_m__ti=non_foundation__tx=0__decay=0__cal=none__foundation=on__fweight=1__513657d6,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/006__C=auto__feat=v:rv20+m:abs_log_m_fwd+x:x_abs_m__ti=non_foundation__tx=0__decay=0__cal=none__foundation=on__fweight=1__513657d6,,"x_logit_prn,rv20,abs_log_m_fwd,x_abs_m",0,non_foundation,none,0.4886032754571973,success
318__C=auto__feat=min__ti=non_foundation__tx=0__decay=0__cal=none__foundation=on__fweight=1__0247a92a,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/318__C=auto__feat=min__ti=non_foundation__tx=0__decay=0__cal=none__foundation=on__fweight=1__0247a92a,,x_logit_prn,0,non_foundation,none,0.4935686495483205,success
117__C=auto__feat=v:rv20+m:log_m_fwd+abs_log_m_fwd+x:x_m__ti=none__tx=0__decay=0__cal=none__foundation=off__a094b769,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/117__C=auto__feat=v:rv20+m:log_m_fwd+abs_log_m_fwd+x:x_m__ti=none__tx=0__decay=0__cal=none__foundation=off__a094b769,,"x_logit_prn,rv20,log_m_fwd,abs_log_m_fwd,x_m",0,none,none,0.4903843237314969,success
179__C=auto__feat=m:log_m_fwd+x:x_m__ti=none__tx=0__decay=0__cal=platt__foundation=off__1888ec19,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/179__C=auto__feat=m:log_m_fwd+x:x_m__ti=none__tx=0__decay=0__cal=platt__foundation=off__1888ec19,,"x_logit_prn,log_m_fwd,x_m",0,none,platt,0.4890117771876631,success
263__C=auto__feat=v:rv20+m:log_m_fwd__ti=none__tx=0__decay=0__cal=platt__foundation=off__c7499415,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/263__C=auto__feat=v:rv20+m:log_m_fwd__ti=none__tx=0__decay=0__cal=platt__foundation=off__c7499415,,"x_logit_prn,rv20,log_m_fwd",0,none,platt,0.48978421159570507,success
086__C=auto__feat=v:rv20_sqrtT+m:log_m_fwd+abs_log_m_fwd+x:x_m+x_abs_m__ti=all__tx=0__decay=0__cal=none__foundation=on__fweight=1__15d71e72,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/086__C=auto__feat=v:rv20_sqrtT+m:log_m_fwd+abs_log_m_fwd+x:x_m+x_abs_m__ti=all__tx=0__decay=0__cal=none__foundation=on__fweight=1__15d71e72,,"x_logit_prn,rv20_sqrtT,log_m_fwd,abs_log_m_fwd,x_m,x_abs_m",0,all,none,0.49275545706444274,success
265__C=auto__feat=v:rv20_sqrtT+m:log_m_fwd__ti=all__tx=0__decay=0__cal=none__foundation=off__96ed1936,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/265__C=auto__feat=v:rv20_sqrtT+m:log_m_fwd__ti=all__tx=0__decay=0__cal=none__foundation=off__96ed1936,,"x_logit_prn,rv20_sqrtT,log_m_fwd",0,all,none,0.4930512552278052,success
052__C=auto__feat=v:rv20_sqrtT+m:log_m_fwd+abs_log_m_fwd+x:x_abs_m__ti=all__tx=0__decay=0__cal=platt__foundation=on__fweight=1__b88df3ac,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/052__C=auto__feat=v:rv20_sqrtT+m:log_m_fwd+abs_log_m_fwd+x:x_abs_m__ti=all__tx=0__decay=0__cal=platt__foundation=on__fweight=1__b88df3ac,,"x_logit_prn,rv20_sqrtT,log_m_fwd,abs_log_m_fwd,x_abs_m",0,all,platt,0.4915521289579346,success
300__C=auto__feat=v:rv20__ti=none__tx=0__decay=0__cal=platt__foundation=on__fweight=1__7df8bf9a,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/300__C=auto__feat=v:rv20__ti=none__tx=0__decay=0__cal=platt__foundation=on__fweight=1__7df8bf9a,,"x_logit_prn,rv20",0,none,platt,0.4894997861070537,success
185__C=auto__feat=v:rv20+m:abs_log_m_fwd__ti=non_foundation__tx=0__decay=0__cal=none__foundation=off__2a2b6f1a,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/185__C=auto__feat=v:rv20+m:abs_log_m_fwd__ti=non_foundation__tx=0__decay=0__cal=none__foundation=off__2a2b6f1a,,"x_logit_prn,rv20,abs_log_m_fwd",0,non_foundation,none,0.48835699301084134,success
285__C=auto__feat=m:log_m_fwd__ti=none__tx=0__decay=0__cal=none__foundation=off__a5ba4d3e,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/285__C=auto__feat=m:log_m_fwd__ti=none__tx=0__decay=0__cal=none__foundation=off__a5ba4d3e,,"x_logit_prn,log_m_fwd",0,none,none,0.4905143026669109,success
204__C=auto__feat=v:rv20_sqrtT+m:abs_log_m_fwd__ti=none__tx=0__decay=0__cal=platt__foundation=on__fweight=1__fc4256e1,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/204__C=auto__feat=v:rv20_sqrtT+m:abs_log_m_fwd__ti=none__tx=0__decay=0__cal=platt__foundation=on__fweight=1__fc4256e1,,"x_logit_prn,rv20_sqrtT,abs_log_m_fwd",0,none,platt,0.4902571739601036,success
233__C=auto__feat=v:rv20_sqrtT+m:log_m_fwd+abs_log_m_fwd__ti=non_foundation__tx=0__decay=0__cal=none__foundation=off__9a026521,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/233__C=auto__feat=v:rv20_sqrtT+m:log_m_fwd+abs_log_m_fwd__ti=non_foundation__tx=0__decay=0__cal=none__foundation=off__9a026521,,"x_logit_prn,rv20_sqrtT,log_m_fwd,abs_log_m_fwd",0,non_foundation,none,0.4917560334234745,success
069__C=auto__feat=m:log_m_fwd+abs_log_m_fwd+x:x_abs_m__ti=none__tx=0__decay=0__cal=none__foundation=off__191c4b69,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/069__C=auto__feat=m:log_m_fwd+abs_log_m_fwd+x:x_abs_m__ti=none__tx=0__decay=0__cal=none__foundation=off__191c4b69,,"x_logit_prn,log_m_fwd,abs_log_m_fwd,x_abs_m",0,none,none,0.48923396690798426,success
012__C=auto__feat=v:rv20+m:abs_log_m_fwd+x:x_abs_m__ti=none__tx=0__decay=0__cal=platt__foundation=on__fweight=1__ab8bd23c,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/012__C=auto__feat=v:rv20+m:abs_log_m_fwd+x:x_abs_m__ti=none__tx=0__decay=0__cal=platt__foundation=on__fweight=1__ab8bd23c,,"x_logit_prn,rv20,abs_log_m_fwd,x_abs_m",0,none,platt,0.4888428910879217,success
320__C=auto__feat=min__ti=non_foundation__tx=0__decay=0__cal=platt__foundation=on__fweight=1__d37db5ca,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/320__C=auto__feat=min__ti=non_foundation__tx=0__decay=0__cal=platt__foundation=on__fweight=1__d37db5ca,,x_logit_prn,0,non_foundation,platt,0.4935686495483205,success
216__C=auto__feat=m:abs_log_m_fwd__ti=none__tx=0__decay=0__cal=platt__foundation=on__fweight=1__002301fe,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/216__C=auto__feat=m:abs_log_m_fwd__ti=none__tx=0__decay=0__cal=platt__foundation=on__fweight=1__002301fe,,"x_logit_prn,abs_log_m_fwd",0,none,platt,0.4891605605958781,success
009__C=auto__feat=v:rv20+m:abs_log_m_fwd+x:x_abs_m__ti=none__tx=0__decay=0__cal=none__foundation=off__95f06249,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/009__C=auto__feat=v:rv20+m:abs_log_m_fwd+x:x_abs_m__ti=none__tx=0__decay=0__cal=none__foundation=off__95f06249,,"x_logit_prn,rv20,abs_log_m_fwd,x_abs_m",0,none,none,0.4888428910879217,success
270__C=auto__feat=v:rv20_sqrtT+m:log_m_fwd__ti=non_foundation__tx=0__decay=0__cal=none__foundation=on__fweight=1__12270cc7,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/270__C=auto__feat=v:rv20_sqrtT+m:log_m_fwd__ti=non_foundation__tx=0__decay=0__cal=none__foundation=on__fweight=1__12270cc7,,"x_logit_prn,rv20_sqrtT,log_m_fwd",0,non_foundation,none,0.49314460116928893,success
227__C=auto__feat=v:rv20+m:log_m_fwd+abs_log_m_fwd__ti=none__tx=0__decay=0__cal=platt__foundation=off__30f425f5,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/227__C=auto__feat=v:rv20+m:log_m_fwd+abs_log_m_fwd__ti=none__tx=0__decay=0__cal=platt__foundation=off__30f425f5,,"x_logit_prn,rv20,log_m_fwd,abs_log_m_fwd",0,none,platt,0.48916281533873857,success
256__C=auto__feat=v:rv20+m:log_m_fwd__ti=all__tx=0__decay=0__cal=platt__foundation=on__fweight=1__2367ac6d,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/256__C=auto__feat=v:rv20+m:log_m_fwd__ti=all__tx=0__decay=0__cal=platt__foundation=on__fweight=1__2367ac6d,,"x_logit_prn,rv20,log_m_fwd",0,all,platt,0.4900603257035312,success
092__C=auto__feat=v:rv20_sqrtT+m:log_m_fwd+abs_log_m_fwd+x:x_m+x_abs_m__ti=non_foundation__tx=0__decay=0__cal=platt__foundation=on__fweight=1__33245992,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/092__C=auto__feat=v:rv20_sqrtT+m:log_m_fwd+abs_log_m_fwd+x:x_m+x_abs_m__ti=non_foundation__tx=0__decay=0__cal=platt__foundation=on__fweight=1__33245992,,"x_logit_prn,rv20_sqrtT,log_m_fwd,abs_log_m_fwd,x_m,x_abs_m",0,non_foundation,platt,0.4929678889566898,success
228__C=auto__feat=v:rv20+m:log_m_fwd+abs_log_m_fwd__ti=none__tx=0__decay=0__cal=platt__foundation=on__fweight=1__3a36dad9,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/228__C=auto__feat=v:rv20+m:log_m_fwd+abs_log_m_fwd__ti=none__tx=0__decay=0__cal=platt__foundation=on__fweight=1__3a36dad9,,"x_logit_prn,rv20,log_m_fwd,abs_log_m_fwd",0,none,platt,0.48916281533873857,success
040__C=auto__feat=v:rv20+m:log_m_fwd+abs_log_m_fwd+x:x_abs_m__ti=all__tx=0__decay=0__cal=platt__foundation=on__fweight=1__02d6ecf6,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/040__C=auto__feat=v:rv20+m:log_m_fwd+abs_log_m_fwd+x:x_abs_m__ti=all__tx=0__decay=0__cal=platt__foundation=on__fweight=1__02d6ecf6,,"x_logit_prn,rv20,log_m_fwd,abs_log_m_fwd,x_abs_m",0,all,platt,0.48855933667529056,success
264__C=auto__feat=v:rv20+m:log_m_fwd__ti=none__tx=0__decay=0__cal=platt__foundation=on__fweight=1__9916b5e1,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/264__C=auto__feat=v:rv20+m:log_m_fwd__ti=none__tx=0__decay=0__cal=platt__foundation=on__fweight=1__9916b5e1,,"x_logit_prn,rv20,log_m_fwd",0,none,platt,0.48978421159570507,success
026__C=auto__feat=m:abs_log_m_fwd+x:x_abs_m__ti=all__tx=0__decay=0__cal=none__foundation=on__fweight=1__3bd9cabf,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/026__C=auto__feat=m:abs_log_m_fwd+x:x_abs_m__ti=all__tx=0__decay=0__cal=none__foundation=on__fweight=1__3bd9cabf,,"x_logit_prn,abs_log_m_fwd,x_abs_m",0,all,none,0.4919670030922976,success
222__C=auto__feat=v:rv20+m:log_m_fwd+abs_log_m_fwd__ti=non_foundation__tx=0__decay=0__cal=none__foundation=on__fweight=1__5c40756a,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/222__C=auto__feat=v:rv20+m:log_m_fwd+abs_log_m_fwd__ti=non_foundation__tx=0__decay=0__cal=none__foundation=on__fweight=1__5c40756a,,"x_logit_prn,rv20,log_m_fwd,abs_log_m_fwd",0,non_foundation,none,0.48899607017570285,success
106__C=auto__feat=m:log_m_fwd+abs_log_m_fwd+x:x_m+x_abs_m__ti=none__tx=0__decay=0__cal=none__foundation=on__fweight=1__cf7435f0,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/106__C=auto__feat=m:log_m_fwd+abs_log_m_fwd+x:x_m+x_abs_m__ti=none__tx=0__decay=0__cal=none__foundation=on__fweight=1__cf7435f0,,"x_logit_prn,log_m_fwd,abs_log_m_fwd,x_m,x_abs_m",0,none,none,0.49147660363859136,success
119__C=auto__feat=v:rv20+m:log_m_fwd+abs_log_m_fwd+x:x_m__ti=none__tx=0__decay=0__cal=platt__foundation=off__1b84b704,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/119__C=auto__feat=v:rv20+m:log_m_fwd+abs_log_m_fwd+x:x_m__ti=none__tx=0__decay=0__cal=platt__foundation=off__1b84b704,,"x_logit_prn,rv20,log_m_fwd,abs_log_m_fwd,x_m",0,none,platt,0.4903843237314969,success
231__C=auto__feat=v:rv20_sqrtT+m:log_m_fwd+abs_log_m_fwd__ti=all__tx=0__decay=0__cal=platt__foundation=off__b65cf5e9,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/231__C=auto__feat=v:rv20_sqrtT+m:log_m_fwd+abs_log_m_fwd__ti=all__tx=0__decay=0__cal=platt__foundation=off__b65cf5e9,,"x_logit_prn,rv20_sqrtT,log_m_fwd,abs_log_m_fwd",0,all,platt,0.4917560334234745,success
049__C=auto__feat=v:rv20_sqrtT+m:log_m_fwd+abs_log_m_fwd+x:x_abs_m__ti=all__tx=0__decay=0__cal=none__foundation=off__323e380a,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/049__C=auto__feat=v:rv20_sqrtT+m:log_m_fwd+abs_log_m_fwd+x:x_abs_m__ti=all__tx=0__decay=0__cal=none__foundation=off__323e380a,,"x_logit_prn,rv20_sqrtT,log_m_fwd,abs_log_m_fwd,x_abs_m",0,all,none,0.4915521289579346,success
191__C=auto__feat=v:rv20+m:abs_log_m_fwd__ti=none__tx=0__decay=0__cal=platt__foundation=off__8cb54e0e,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/191__C=auto__feat=v:rv20+m:abs_log_m_fwd__ti=none__tx=0__decay=0__cal=platt__foundation=off__8cb54e0e,,"x_logit_prn,rv20,abs_log_m_fwd",0,none,platt,0.48889781686625505,success
050__C=auto__feat=v:rv20_sqrtT+m:log_m_fwd+abs_log_m_fwd+x:x_abs_m__ti=all__tx=0__decay=0__cal=none__foundation=on__fweight=1__528d76e8,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/050__C=auto__feat=v:rv20_sqrtT+m:log_m_fwd+abs_log_m_fwd+x:x_abs_m__ti=all__tx=0__decay=0__cal=none__foundation=on__fweight=1__528d76e8,,"x_logit_prn,rv20_sqrtT,log_m_fwd,abs_log_m_fwd,x_abs_m",0,all,none,0.4915521289579346,success
208__C=auto__feat=m:abs_log_m_fwd__ti=all__tx=0__decay=0__cal=platt__foundation=on__fweight=1__250b6003,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/208__C=auto__feat=m:abs_log_m_fwd__ti=all__tx=0__decay=0__cal=platt__foundation=on__fweight=1__250b6003,,"x_logit_prn,abs_log_m_fwd",0,all,platt,0.4919745351130322,success
272__C=auto__feat=v:rv20_sqrtT+m:log_m_fwd__ti=non_foundation__tx=0__decay=0__cal=platt__foundation=on__fweight=1__cbbdecae,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/272__C=auto__feat=v:rv20_sqrtT+m:log_m_fwd__ti=non_foundation__tx=0__decay=0__cal=platt__foundation=on__fweight=1__cbbdecae,,"x_logit_prn,rv20_sqrtT,log_m_fwd",0,non_foundation,platt,0.49314460116928893,success
022__C=auto__feat=v:rv20_sqrtT+m:abs_log_m_fwd+x:x_abs_m__ti=none__tx=0__decay=0__cal=none__foundation=on__fweight=1__0e91df06,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/022__C=auto__feat=v:rv20_sqrtT+m:abs_log_m_fwd+x:x_abs_m__ti=none__tx=0__decay=0__cal=none__foundation=on__fweight=1__0e91df06,,"x_logit_prn,rv20_sqrtT,abs_log_m_fwd,x_abs_m",0,none,none,0.4902123140151566,success
312__C=auto__feat=v:rv20_sqrtT__ti=none__tx=0__decay=0__cal=platt__foundation=on__fweight=1__3026f319,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/312__C=auto__feat=v:rv20_sqrtT__ti=none__tx=0__decay=0__cal=platt__foundation=on__fweight=1__3026f319,,"x_logit_prn,rv20_sqrtT",0,none,platt,0.490998687338976,success
310__C=auto__feat=v:rv20_sqrtT__ti=none__tx=0__decay=0__cal=none__foundation=on__fweight=1__af77422a,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/310__C=auto__feat=v:rv20_sqrtT__ti=none__tx=0__decay=0__cal=none__foundation=on__fweight=1__af77422a,,"x_logit_prn,rv20_sqrtT",0,none,none,0.490998687338976,success
024__C=auto__feat=v:rv20_sqrtT+m:abs_log_m_fwd+x:x_abs_m__ti=none__tx=0__decay=0__cal=platt__foundation=on__fweight=1__a5c671de,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/024__C=auto__feat=v:rv20_sqrtT+m:abs_log_m_fwd+x:x_abs_m__ti=none__tx=0__decay=0__cal=platt__foundation=on__fweight=1__a5c671de,,"x_logit_prn,rv20_sqrtT,abs_log_m_fwd,x_abs_m",0,none,platt,0.4902123140151566,success
089__C=auto__feat=v:rv20_sqrtT+m:log_m_fwd+abs_log_m_fwd+x:x_m+x_abs_m__ti=non_foundation__tx=0__decay=0__cal=none__foundation=off__85da429f,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/089__C=auto__feat=v:rv20_sqrtT+m:log_m_fwd+abs_log_m_fwd+x:x_m+x_abs_m__ti=non_foundation__tx=0__decay=0__cal=none__foundation=off__85da429f,,"x_logit_prn,rv20_sqrtT,log_m_fwd,abs_log_m_fwd,x_m,x_abs_m",0,non_foundation,none,0.49275545706444274,success
305__C=auto__feat=v:rv20_sqrtT__ti=non_foundation__tx=0__decay=0__cal=none__foundation=off__be8adf8d,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/305__C=auto__feat=v:rv20_sqrtT__ti=non_foundation__tx=0__decay=0__cal=none__foundation=off__be8adf8d,,"x_logit_prn,rv20_sqrtT",0,non_foundation,none,0.49260515402609606,success
083__C=auto__feat=v:rv20+m:log_m_fwd+abs_log_m_fwd+x:x_m+x_abs_m__ti=none__tx=0__decay=0__cal=platt__foundation=off__95c9fe60,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/083__C=auto__feat=v:rv20+m:log_m_fwd+abs_log_m_fwd+x:x_m+x_abs_m__ti=none__tx=0__decay=0__cal=platt__foundation=off__95c9fe60,,"x_logit_prn,rv20,log_m_fwd,abs_log_m_fwd,x_m,x_abs_m",0,none,platt,0.49016939101443063,success
252__C=auto__feat=m:log_m_fwd+abs_log_m_fwd__ti=none__tx=0__decay=0__cal=platt__foundation=on__fweight=1__b71fbb19,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/252__C=auto__feat=m:log_m_fwd+abs_log_m_fwd__ti=none__tx=0__decay=0__cal=platt__foundation=on__fweight=1__b71fbb19,,"x_logit_prn,log_m_fwd,abs_log_m_fwd",0,none,platt,0.489348288806003,success
131__C=auto__feat=v:rv20_sqrtT+m:log_m_fwd+abs_log_m_fwd+x:x_m__ti=none__tx=0__decay=0__cal=platt__foundation=off__230a16a6,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/131__C=auto__feat=v:rv20_sqrtT+m:log_m_fwd+abs_log_m_fwd+x:x_m__ti=none__tx=0__decay=0__cal=platt__foundation=off__230a16a6,,"x_logit_prn,rv20_sqrtT,log_m_fwd,abs_log_m_fwd,x_m",0,none,platt,0.4914254973170879,success
243__C=auto__feat=m:log_m_fwd+abs_log_m_fwd__ti=all__tx=0__decay=0__cal=platt__foundation=off__2f366ef3,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/243__C=auto__feat=m:log_m_fwd+abs_log_m_fwd__ti=all__tx=0__decay=0__cal=platt__foundation=off__2f366ef3,,"x_logit_prn,log_m_fwd,abs_log_m_fwd",0,all,platt,0.4920152239794259,success
064__C=auto__feat=m:log_m_fwd+abs_log_m_fwd+x:x_abs_m__ti=all__tx=0__decay=0__cal=platt__foundation=on__fweight=1__c8dcf370,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/064__C=auto__feat=m:log_m_fwd+abs_log_m_fwd+x:x_abs_m__ti=all__tx=0__decay=0__cal=platt__foundation=on__fweight=1__c8dcf370,,"x_logit_prn,log_m_fwd,abs_log_m_fwd,x_abs_m",0,all,platt,0.49218273565107035,success
032__C=auto__feat=m:abs_log_m_fwd+x:x_abs_m__ti=non_foundation__tx=0__decay=0__cal=platt__foundation=on__fweight=1__b79a9d69,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/032__C=auto__feat=m:abs_log_m_fwd+x:x_abs_m__ti=non_foundation__tx=0__decay=0__cal=platt__foundation=on__fweight=1__b79a9d69,,"x_logit_prn,abs_log_m_fwd,x_abs_m",0,non_foundation,platt,0.49185633191854317,success
023__C=auto__feat=v:rv20_sqrtT+m:abs_log_m_fwd+x:x_abs_m__ti=none__tx=0__decay=0__cal=platt__foundation=off__81350b81,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/023__C=auto__feat=v:rv20_sqrtT+m:abs_log_m_fwd+x:x_abs_m__ti=none__tx=0__decay=0__cal=platt__foundation=off__81350b81,,"x_logit_prn,rv20_sqrtT,abs_log_m_fwd,x_abs_m",0,none,platt,0.4902123140151566,success
219__C=auto__feat=v:rv20+m:log_m_fwd+abs_log_m_fwd__ti=all__tx=0__decay=0__cal=platt__foundation=off__1d6eac1d,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/219__C=auto__feat=v:rv20+m:log_m_fwd+abs_log_m_fwd__ti=all__tx=0__decay=0__cal=platt__foundation=off__1d6eac1d,,"x_logit_prn,rv20,log_m_fwd,abs_log_m_fwd",0,all,platt,0.4887218375320147,success
039__C=auto__feat=v:rv20+m:log_m_fwd+abs_log_m_fwd+x:x_abs_m__ti=all__tx=0__decay=0__cal=platt__foundation=off__498c98d7,/Users/dorianc./Desktop/polyedgetool/prediction-market-pricing-analysis/src/data/models/auto-run-20260223T114329Z/trials/039__C=auto__feat=v:rv20+m:log_m_fwd+abs_log_m_fwd+x:x_abs_m__ti=all__tx=0__decay=0__cal=platt__foundation=off__498c98d7,,"x_logit_prn,rv20,log_m_fwd,abs_log_m_fwd,x_abs_m",0,all,platt,0.48855933667529056,success
